block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample
1,1,15820569532.676764,0.16064256694517098,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1620.0,0,1620.0
1,1,15820569993.743229,0.16110004096117336,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.002,1618.0
1,1,15820572007.028364,0.16311204100202303,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.002,1618.0
1,1,15820574020.427797,0.16512459455407225,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1621.0,0.003,1621.0
1,1,15820576024.839241,0.16712856873346027,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1621.0,0.003,1621.0
1,1,15820578029.102457,0.16913337318692356,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.003,1618.0
1,1,15820580031.440409,0.1711345798248658,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.003,1618.0
1,1,15820582033.951601,0.1731368934852071,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1621.0,0.003,1621.0
1,1,15820584042.33257,0.17514529573963955,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1619.0,0.001,1619.0
1,1,15820586045.645918,0.17714843965950422,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.003,1618.0
1,1,15820588142.813,0.1792445728497114,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.001,1618.0
1,1,15820590148.69674,0.18125131458509713,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,-0.001,1617.0
1,1,15820592240.662804,0.18334301971481182,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,-0.001,1617.0
1,1,15820594333.489548,0.18543583186692558,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,0.0,1617.0
1,1,15820596429.799757,0.18753196505713277,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,0.0,1617.0
1,1,15820598522.123762,0.18962394694972318,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1623.0,0.006,1623.0
1,1,15820600619.561287,0.1917206336511299,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1623.0,0.006,1623.0
1,1,15820602620.870062,0.19372184030362405,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.005,1618.0
1,1,15820604626.192661,0.19572664474253543,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1618.0,-0.005,1618.0
1,1,15820606719.488808,0.197819733642973,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,-0.001,1617.0
1,1,15820608813.919031,0.19991392956580967,11.3,29.0,1397.2953778717711,1530.6498951781971,1664.0044124846231,1617.0,-0.001,1617.0
