block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample
1,1,11408216860.219599,0.18301783401693683,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1581.0,0,1581.0
1,1,11408217319.219599,0.18347447775886394,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1573.0,-0.008,1573.0
1,1,11408219391.535206,0.1855451496085152,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1570.0,-0.011,1570.0
1,1,11408221414.864502,0.18756877331179567,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1567.0,-0.006,1567.0
1,1,11408223437.287212,0.18959129000722896,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1566.0,-0.004,1566.0
1,1,11408225461.841469,0.19161491371050943,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1560.0,-0.007,1560.0
1,1,11408227556.424639,0.19370883287047036,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1558.0,-0.008,1558.0
1,1,11408229578.856146,0.19573079605470411,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1556.0,-0.004,1556.0
1,1,11408231653.479023,0.19780506570532452,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1556.0,-0.002,1556.0
1,1,11408233674.989443,0.1998259218671592,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1553.0,-0.003,1553.0
1,1,11408235733.429653,0.20188330953533296,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1553.0,-0.003,1553.0
1,1,11408237750.90106,0.20390001438499894,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1550.0,-0.003,1550.0
1,1,11408239767.363039,0.2059161657380173,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1550.0,-0.003,1550.0
1,1,11408241787.835777,0.2079433872422669,13.6,29.0,1456.2225480290435,1561.2872161480236,1666.3518842670037,1550.0,0.0,1550.0
