trial_type,internal_node_id,participant,session,subsession,condition,code,expName,date,os,gpu,heap.used,heap.limit,browser,isWebcamUsed,WebcamMessage,WebcamDevice,webcamSize.px,lum,isWindowSuccess,monitorSize.px,windowSize.px,diagonalSize.in,devicePixelRatio,isPageVisible,isFullscreen,scaling,sampleNum,sample_time,x,y,duration.t,Stim_onset.t,DotLoc_onset.t,blockNum,trialNum,trialNumTask,trialID,Key_Resp.rt,Key_Resp.resp,Key_Resp.cresp,Key_Resp.acc,baseline,DotLoc,LEmotion,LStim,LDescription,REmotion,RStim,RDescription,trialType,isCongruent,Event
dotprobe-task,0.0-31.0,placebo,2,a,b,bbb,dotprobe_js,2017_08_17_1634,Windows 7,ANGLE (NVIDIA GeForce GTX 780M Direct3D11 vs_5_0 ps_5_0),23.1MB,2190MB,Chrome 60,FALSE,NotAllowedError,-1,-1,-1,FALSE,2560x1440,2560x1440,30.6,1,FALSE,TRUE,1,-1,-1,-1,-1,17996,2003,7007,1,6,28,i6,-1,-1,9,0,1,RightD,Neutral,i2102.jpg,ManonDeck,Sad,i2703.jpg,SadKids,iaps,TRUE,Task
