block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample,cue_no
1,1,13294068201.535686,15.792970730515663,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1871.0,0.0,1871.0,green
1,1,13294070273.444973,15.795043893158436,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.003,1874.0,green
1,1,13294072297.416073,15.797068623855012,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.003,1874.0,green
1,1,13294074321.027752,15.799091970809968,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.0,1874.0,green
1,1,13294076350.847197,15.801123343611835,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.0,1874.0,green
1,1,13294078379.590252,15.80315277914633,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.0,1874.0,green
1,1,13294080462.258448,15.805236458429135,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1874.0,0.0,1874.0,green
1,1,13294082495.293278,15.8072700452758,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1876.0,0.002,1876.0,green
1,1,13294084524.767412,15.80929975755862,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1876.0,0.002,1876.0,green
1,1,13294086549.912064,15.811324765032623,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,-0.001,1875.0,green
1,1,13294088577.013823,15.813350879529025,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,-0.001,1875.0,green
1,1,13294090579.673546,15.815353746700566,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,0.0,1875.0,green
1,1,13294092601.420074,15.817374602862401,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,0.0,1875.0,green
1,1,13294094630.551674,15.81940431514522,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,0.0,1875.0,green
1,1,13294096709.020641,15.821482459345134,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1875.0,0.0,1875.0,green
1,1,13294098757.920229,15.82353154438897,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1876.0,0.001,1876.0,green
1,1,13294100783.261824,15.825557658885373,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1880.0,0.005,1880.0,green
1,1,13294102809.796587,15.82758488037507,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1881.0,0.005,1881.0,green
1,1,13294104833.160656,15.829608780826675,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1880.0,0.0,1880.0,green
1,1,13294106868.457443,15.831645135214785,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1880.0,-0.001,1880.0,green
1,1,13294108915.508295,15.833693113265326,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1879.0,-0.001,1879.0,green
1,1,13294110967.398129,15.835743028554134,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1879.0,-0.001,1879.0,green
1,1,13294112999.570166,15.837774678133428,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.003,1882.0,green
1,1,13294115027.618763,15.839803283393849,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.003,1882.0,green
1,1,13294117122.106388,15.841898032842437,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.0,1882.0,green
