block,trial,event,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample,cue
1,1,stimulus,27297555582.168182,8.344306379993213,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,-2.0,1497.0,red
1,1,stimulus,27297557631.54482,8.346354883775348,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,1.0,1497.0,red
1,1,stimulus,27297559680.813923,8.348415841290262,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,0.0,1497.0,red
1,1,stimulus,27297561740.117645,8.35046130081173,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,0.0,1497.0,red
1,1,stimulus,27297563783.515293,8.35251866056933,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297565851.088486,8.354573529592017,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-3.0,1494.0,red
1,1,stimulus,27297567904.386715,8.356625907850685,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297569949.61898,8.358670813875506,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297572001.7666,8.360723192134174,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,1.0,1494.0,red
1,1,stimulus,27297574049.11127,8.362770312145585,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-1.0,1494.0,red
1,1,stimulus,27297576114.469044,8.364847321150592,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297578171.739662,8.36689056668547,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297580243.14487,8.368961763946572,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297582303.461975,8.37102161446819,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297584350.772736,8.373068457731279,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,2.0,1495.0,red
1,1,stimulus,27297586353.772736,8.375072404742241,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,-1.0,1495.0,red
1,1,stimulus,27297588427.759735,8.377149413747247,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297590472.72454,8.379194873268716,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-2.0,1493.0,red
1,1,stimulus,27297592518.79005,8.381241716531804,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297594565.854248,8.38328994353651,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,3.0,1496.0,red
1,1,stimulus,27297596621.097164,8.385345919552492,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297598672.575222,8.387409921328072,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,-4.0,1492.0,red
1,1,stimulus,27297600727.063717,8.38945122959558,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1490.0,0.0,1490.0,red
1,1,stimulus,27297602768.582443,8.391493644856382,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1487.0,-2.0,1487.0,red
1,1,stimulus,27297604813.270794,8.393538827629527,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1487.0,-3.0,1487.0,red
1,1,stimulus,27297606859.105377,8.395584840647643,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1487.0,0.0,1487.0,red
1,1,stimulus,27297608901.92327,8.397627809405094,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,0.0,1491.0,red
1,1,stimulus,27297610955.944805,8.399682124902029,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,4.0,1491.0,red
1,1,stimulus,27297612998.945908,8.40172564718523,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297615042.02699,8.40376778569771,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,1.0,1496.0,red
1,1,stimulus,27297617087.18645,8.405813245219178,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,4.0,1496.0,red
1,1,stimulus,27297619129.34272,8.407854830205906,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297621174.435867,8.409899459482403,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297623217.58715,8.411942704988178,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297625259.795406,8.41398512024898,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297627313.9795,8.41603943577502,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,3.0,1499.0,red
1,1,stimulus,27297629358.25991,8.41808240453247,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297631418.454712,8.420144192321459,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297633464.705616,8.422189928562148,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,1.0,1500.0,red
1,1,stimulus,27297635525.931503,8.424250886077061,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297637574.112873,8.42629966660752,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297639623.450615,8.428348723857198,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297641677.861603,8.430414109374397,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297643739.26437,8.43246178291156,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,-2.0,1498.0,red
1,1,stimulus,27297645783.53908,8.434505581913982,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297647836.888298,8.436560727684991,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,1.0,1499.0,red
1,1,stimulus,27297649882.62432,8.438605356932385,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297651929.871834,8.440651646698825,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,-1.0,1498.0,red
1,1,stimulus,27297653989.0944,8.44271122047212,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297656043.47251,8.44476498250151,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297658093.803062,8.446826493513072,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,1.0,1500.0,red
1,1,stimulus,27297660153.187,8.448872783279512,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,1.0,1500.0,red
1,1,stimulus,27297662199.40326,8.450919073045952,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297664240.615192,8.452960658061784,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297666288.002888,8.455007501324872,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,-4.0,1491.0,red
1,1,stimulus,27297668331.36283,8.457051300327294,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,-5.0,1491.0,red
1,1,stimulus,27297670372.815575,8.45910478560836,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297672441.07926,8.461161038372666,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,4.0,1495.0,red
1,1,stimulus,27297674487.517677,8.463207051361678,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297676536.087322,8.465255555143813,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297678583.465576,8.467302121658577,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,-1.0,1495.0,red
1,1,stimulus,27297680629.836266,8.46934868817334,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,0.0,1497.0,red
1,1,stimulus,27297682677.23954,8.471406324679265,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,2.0,1497.0,red
1,1,stimulus,27297684733.534748,8.47345012371079,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297686782.964054,8.475499180960469,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,1.0,1498.0,red
1,1,stimulus,27297688825.48477,8.477541319472948,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297690871.855076,8.47958705574274,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297692916.217976,8.48163140824181,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,1.0,1500.0,red
1,1,stimulus,27297694962.653618,8.483676591014955,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1501.0,1.0,1501.0,red
1,1,stimulus,27297697022.040546,8.485735611291602,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1503.0,1.0,1503.0,red
1,1,stimulus,27297699066.439735,8.487779410294024,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1503.0,2.0,1503.0,red
1,1,stimulus,27297701112.79094,8.489826253557112,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1503.0,0.0,1503.0,red
1,1,stimulus,27297703157.215122,8.491870329336962,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1503.0,0.0,1503.0,red
1,1,stimulus,27297705199.57082,8.493911914352793,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297707241.979404,8.495953499368625,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,-3.0,1500.0,red
1,1,stimulus,27297709283.299816,8.497994530858705,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1502.0,0.0,1502.0,red
1,1,stimulus,27297711327.69382,8.500039436883526,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1502.0,2.0,1502.0,red
1,1,stimulus,27297713370.979946,8.502082128892653,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1502.0,0.0,1502.0,red
1,1,stimulus,27297715431.320347,8.50414336315589,20.0,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1501.0,0.0,1501.0,red
1,1,stimulus,27297736338.525738,8.525045186368516,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,-1.0,1499.0,red
1,1,stimulus,27297738394.795223,8.527113892894704,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,-2.0,1499.0,red
1,1,stimulus,27297740461.95932,8.529168208391638,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297742514.280132,8.531220033153659,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297744542.93453,8.533248610940063,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,1.0,1500.0,red
1,1,stimulus,27297746598.21584,8.535302926436998,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1502.0,0.0,1502.0,red
1,1,stimulus,27297748645.271523,8.537350599945057,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1502.0,2.0,1502.0,red
1,1,stimulus,27297750718.26609,8.539434527716367,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1500.0,0.0,1500.0,red
1,1,stimulus,27297752782.40077,8.54148773624911,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,-2.0,1497.0,red
1,1,stimulus,27297754843.47275,8.543546203000005,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,-3.0,1497.0,red
1,1,stimulus,27297756890.643295,8.545593876537168,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297758923.67043,8.547624945029384,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,2.0,1499.0,red
1,1,stimulus,27297760963.13702,8.549664869555272,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1499.0,0.0,1499.0,red
1,1,stimulus,27297763008.21428,8.551710329076741,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297765055.429993,8.553756618814077,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,-1.0,1498.0,red
1,1,stimulus,27297767104.661392,8.555806229589507,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297769160.908165,8.557862205605488,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297771196.59,8.559897425380768,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1498.0,0.0,1498.0,red
1,1,stimulus,27297773244.7382,8.561943991895532,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1497.0,0.0,1497.0,red
1,1,stimulus,27297775330.823437,8.564030963898404,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,-1.0,1495.0,red
1,1,stimulus,27297777336.886967,8.566036848176736,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,-2.0,1495.0,red
1,1,stimulus,27297779297.949226,8.567998175654793,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297781349.170242,8.570048616675194,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297783397.006836,8.572110957960831,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297785469.126698,8.574170254956698,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-2.0,1493.0,red
1,1,stimulus,27297787515.224163,8.576216544723138,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297789581.37968,8.57828220698866,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297791632.65209,8.580332648009062,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297793678.839046,8.582378937775502,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297795701.462265,8.584412497031735,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-2.0,1493.0,red
1,1,stimulus,27297797764.45302,8.58646321480046,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,0.0,1491.0,red
1,1,stimulus,27297799809.723957,8.588507844076958,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,-2.0,1491.0,red
1,1,stimulus,27297801875.869476,8.590575443580747,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297803941.091442,8.592640552349621,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,5.0,1496.0,red
1,1,stimulus,27297806001.069614,8.594700679619564,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297808053.22822,8.596752504381584,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297810104.443657,8.598815952660516,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297812164.494785,8.60087691017543,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297814227.50489,8.60292541392846,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-3.0,1493.0,red
1,1,stimulus,27297816277.474792,8.604975578200538,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297818328.445297,8.607026572717587,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297820374.536392,8.609073692728998,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297822407.085663,8.611118875502143,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297824476.26395,8.613174851518124,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297826524.478672,8.615223355271155,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,1.0,1496.0,red
1,1,stimulus,27297828569.6891,8.617267984547652,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297830639.255318,8.619356893817894,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297832691.190212,8.621389346080832,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297834756.00641,8.623453071078984,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,-1.0,1495.0,red
1,1,stimulus,27297836809.84628,8.625507109856699,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297838855.609352,8.627553676371463,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297840903.397163,8.629601073131198,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297842947.04922,8.63164487213362,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,1.0,1496.0,red
1,1,stimulus,27297844990.028236,8.633688117668498,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297847038.067673,8.635735791176558,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297849082.026318,8.63777959017898,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297851136.925793,8.639835012698313,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297853185.887276,8.64188434672542,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-1.0,1494.0,red
1,1,stimulus,27297855232.84953,8.643930913240183,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-1.0,1494.0,red
1,1,stimulus,27297857274.932537,8.645972498256015,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297859312.893887,8.648009655269561,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297861358.03601,8.65005539151025,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297863405.03529,8.652114965283545,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,0.0,1496.0,red
1,1,stimulus,27297865470.214584,8.654168173816288,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1496.0,1.0,1496.0,red
1,1,stimulus,27297867515.15029,8.656212803063681,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297869558.107285,8.658256325346883,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-2.0,1494.0,red
1,1,stimulus,27297871612.20514,8.66031008734717,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297873661.181038,8.662358867877629,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-1.0,1493.0,red
1,1,stimulus,27297875708.077415,8.664418164873496,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297877767.97587,8.666465008136583,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,2.0,1495.0,red
1,1,stimulus,27297879810.87635,8.668521260900889,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297881880.96245,8.67057917418424,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297883928.7632,8.672627401188947,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297885987.807934,8.674685591220623,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297888022.311775,8.676721087715123,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,0.0,1495.0,red
1,1,stimulus,27297890079.32554,8.678777063731104,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297892146.37903,8.68084300274495,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-1.0,1493.0,red
1,1,stimulus,27297894201.511448,8.682898425264284,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-1.0,1494.0,red
1,1,stimulus,27297896262.66122,8.684958275785903,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297898312.807995,8.687008993554628,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1495.0,1.0,1495.0,red
1,1,stimulus,27297900361.771835,8.689057220559334,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297902406.8364,8.691116240835981,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,-1.0,1494.0,red
1,1,stimulus,27297904470.93967,8.693168342346326,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297906519.960876,8.695216846099356,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-1.0,1493.0,red
1,1,stimulus,27297908568.02166,8.697265626629815,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297910624.00123,8.699321049149148,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297912674.021202,8.701371213421226,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,-1.0,1492.0,red
1,1,stimulus,27297914725.120777,8.70343300118111,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297916788.05836,8.705483718949836,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297918836.097195,8.707531392457895,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297920886.17525,8.709581833478296,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297922932.771748,8.711628676741384,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297924979.83631,8.713675796752796,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297927032.039585,8.715727621514816,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297929081.178795,8.717776678764494,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,2.0,1494.0,red
1,1,stimulus,27297931130.27522,8.719825182546629,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,0.0,1491.0,red
1,1,stimulus,27297933180.269714,8.721875346818706,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1491.0,-3.0,1491.0,red
1,1,stimulus,27297935230.36432,8.723925787810003,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,0.0,1492.0,red
1,1,stimulus,27297937277.45703,8.725972354324767,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1492.0,1.0,1492.0,red
1,1,stimulus,27297939327.68789,8.728023072093492,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297941378.954132,8.730074066610541,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,1.0,1494.0,red
1,1,stimulus,27297943440.17505,8.732136961392825,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,1.0,1494.0,red
1,1,stimulus,27297945490.41155,8.734186295390828,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1494.0,0.0,1494.0,red
1,1,stimulus,27297947546.50332,8.736241717910161,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,0.0,1493.0,red
1,1,stimulus,27297949581.253254,8.738276937685441,12.5,33.7,1252.166527146788,1287.7029379760609,1323.2393488053337,1493.0,-1.0,1493.0,red
