block,trial,eyelink_timestamp,psychopy_timestamp,new_pupil_sample,pupil_running_avg,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_area_velocity,cpu,ram
3,10,3882381144.360756,9.66285050867009,1329.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1329.0,1.329,22.2,26.0
3,10,3882392115.7898407,9.673818814830156,1328.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1328.0,1.328,22.2,26.0
3,10,3882403084.6251693,9.684790442028316,1332.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1332.0,1.332,22.2,26.0
3,10,3882414056.8799005,9.69576566703472,1327.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1327.0,1.327,22.2,26.0
3,10,3882425033.232459,9.706743106064096,1333.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1333.0,1.333,22.2,26.0
3,10,3882436010.1600046,9.717718054307625,1334.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1334.0,1.334,22.2,26.0
3,10,3882446989.816873,9.7286957700926,1332.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1332.0,1.332,22.2,26.0
3,10,3882457970.307262,9.739673485877574,1333.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1333.0,1.333,22.2,26.0
3,10,3882468953.6778603,9.75066227181378,1335.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1335.0,1.335,22.2,26.0
3,10,3882479952.467401,9.761662681412417,1334.0,1324.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1334.0,1.334,22.2,26.0
3,10,3882507718.374424,9.78942496097443,1356.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1356.0,1.356,27.3,26.0
3,10,3882518902.204276,9.800605260534212,1345.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1345.0,1.345,27.3,26.0
3,10,3882529882.6176305,9.81158159255574,1345.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1345.0,1.345,27.3,26.0
3,10,3882540847.1206765,9.822543810121715,1345.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1345.0,1.345,27.3,26.0
3,10,3882551820.621244,9.833514330312028,1344.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1344.0,1.344,27.3,26.0
3,10,3882562790.8248367,9.84448457374674,1346.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1346.0,1.346,27.3,26.0
3,10,3882573771.3333797,9.85545979874587,1339.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1339.0,1.339,27.3,26.0
3,10,3882584730.8309627,9.866417588258628,1337.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1337.0,1.337,27.3,26.0
3,10,3882595695.8262396,9.877388108441664,1336.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1336.0,1.336,27.3,26.0
3,10,3882606665.579884,9.8883591821359,1335.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1335.0,1.335,27.3,26.0
3,10,3882617629.01149,9.899321953220351,1332.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1332.0,1.332,27.3,26.0
3,10,3882628612.4413004,9.910302990050695,1323.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1323.0,1.323,27.3,26.0
3,10,3882639604.3752184,9.921291775986901,1322.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1322.0,1.322,27.3,26.0
3,10,3882650567.573157,9.932250672514783,1318.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1318.0,1.318,27.3,26.0
3,10,3882661520.0597754,9.94320320370025,1320.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1320.0,1.32,27.3,26.0
3,10,3882672477.2801733,9.954160162953485,1311.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1311.0,1.311,27.3,26.0
3,10,3882683475.14075,9.965157251499477,1315.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1315.0,1.315,27.3,26.0
3,10,3882694430.8453307,9.976111719966866,1309.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1309.0,1.309,27.3,26.0
3,10,3882705389.0465236,9.987069509479625,1310.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1310.0,1.31,27.3,26.0
3,10,3882716343.897812,9.99802978977823,1305.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,1305.0,1.305,27.3,26.0
3,10,3882727318.9039516,10.009005291532958,604.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,604.0,0.604,27.3,26.0
3,10,3882738281.46168,10.019967509106209,0.0,1334.0,1143.1772840822307,1218.663306451613,1294.1493288209952,0.0,0.0,27.3,26.0
3,10,3882782989.1755238,10.064682342002925,0.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,0.0,0.0,23.3,26.0
3,10,3882793996.466455,10.075691330966947,0.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,0.0,0.0,23.3,26.0
3,10,3882804964.890235,10.08666129764606,662.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,662.0,0.662,23.3,26.0
3,10,3882815941.584112,10.097638183164236,891.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,891.0,0.891,23.3,26.0
3,10,3882826919.133317,10.108615622200887,1236.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1236.0,1.236,23.3,26.0
3,10,3882837919.9570556,10.119621566867863,1271.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1271.0,1.271,23.3,26.0
3,10,3882848905.4797463,10.130608138773823,1278.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1278.0,1.278,23.3,26.0
3,10,3882859875.565243,10.141577275193413,1292.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1292.0,1.292,23.3,26.0
3,10,3882870831.2112813,10.152538108995941,1285.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1285.0,1.285,23.3,26.0
3,10,3882881834.553759,10.163541839639947,1290.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1290.0,1.29,23.3,26.0
3,10,3882892822.4228,10.174530072064954,1290.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1290.0,1.29,23.3,26.0
3,10,3882903797.0256495,10.185508618116728,1287.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1287.0,1.287,23.3,26.0
3,10,3882914767.4164643,10.196478861544165,1288.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1288.0,1.288,23.3,26.0
3,10,3882925745.1035995,10.207454640054493,1287.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1287.0,1.287,23.3,26.0
3,10,3882936723.9296737,10.218430141809222,1286.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1286.0,1.286,23.3,26.0
3,10,3882947708.8029118,10.22941173214349,1286.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1286.0,1.286,23.3,26.0
3,10,3882958684.6253824,10.240387787409418,1284.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1284.0,1.284,23.3,26.0
3,10,3882969658.7886043,10.25136384266807,1286.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1286.0,1.286,23.3,26.0
3,10,3882980632.806378,10.262337130392552,1283.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1283.0,1.283,23.3,26.0
3,10,3882991596.61087,10.27329851770628,1282.0,636.33333333333337,1143.1772840822307,1218.663306451613,1294.1493288209952,1282.0,1.282,23.3,26.0
3,10,3883033058.6955156,10.31475900280202,1279.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1279.0,1.279,25.0,26.0
3,10,3883044038.1588497,10.325736441831395,1279.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1279.0,1.279,25.0,26.0
3,10,3883055012.2726717,10.336708069036831,1276.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1276.0,1.276,25.0,26.0
3,10,3883065979.654328,10.347673054144252,1274.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1274.0,1.274,25.0,26.0
3,10,3883076961.386399,10.35865187694435,1276.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1276.0,1.276,25.0,26.0
3,10,3883087940.6133256,10.369627655454678,1276.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1276.0,1.276,25.0,26.0
3,10,3883098922.938722,10.380608415529423,1275.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1275.0,1.275,25.0,26.0
3,10,3883109894.3086514,10.39157561466709,1277.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1277.0,1.277,25.0,26.0
3,10,3883120908.843988,10.402589031691605,1278.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1278.0,1.278,25.0,26.0
3,10,3883131886.4554653,10.41356342643121,1279.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1279.0,1.279,25.0,26.0
3,10,3883143058.797902,10.424732655839762,1281.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1281.0,1.281,25.0,26.0
3,10,3883154017.5768576,10.435689615092997,1285.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1285.0,1.285,25.0,26.0
3,10,3883164993.211203,10.446669268152618,1285.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1285.0,1.285,25.0,26.0
3,10,3883175956.453769,10.457635083526839,1288.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1288.0,1.288,25.0,26.0
3,10,3883186913.963804,10.468592873039597,1292.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1292.0,1.292,25.0,26.0
3,10,3883197875.962924,10.479553983597725,1292.0,1283.6666666666667,1143.1772840822307,1218.663306451613,1294.1493288209952,1292.0,1.292,25.0,26.0
