participant,session,code,expName,date,os,gpu,heap.used,heap.limit,browser,isWebcamUsed,WebcamMessage,WebcamDevice,webcamSize.px,luminance,isWindowSuccess,monitorSize.px,windowSize.px,diagonalSize.in,devicePixelRatio,isPageVisible,isFullscreen,scaling,gpuFullName,gpuType,browserFullName,browserBrand,browserVersion,osFullName,osBrand,osVersion
2149,8,S98,dotprobe_js,2018-06-18 23:41:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6274509803921569,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2149,9,S98,dotprobe_js,2018-06-19 18:48:00,Mac OS X 10.13.4,Intel(R) HD Graphics 6000,31.2MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.5372549019607843,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics 6000,integrated,Chrome 67,Chrome,67,Mac OS X 10.13.4,macOS,10.13.4
2223,0,H72,dotprobe_js,2018-06-11 22:52:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,24.5MB,2190MB,Chrome 66,True,Success,FaceTime,0x0,0.403921568627451,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 66,Chrome,66,Mac OS X 10.9.5,macOS,10.9.5
,,,,NaT,,,,,,,,,,,,,,,,,,,nan,integrated,nan,,nan,nan,,n
2223,2,H72,dotprobe_js,2018-06-15 20:45:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6274509803921569,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2223,3,H72,dotprobe_js,2018-06-18 21:23:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6196078431372549,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2275,0,T71,dotprobe_js,2018-06-06 22:34:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,24.5MB,2190MB,Chrome 66,True,Success,FaceTime,0x0,0.4470588235294118,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 66,Chrome,66,Mac OS X 10.9.5,macOS,10.9.5
2275,10,T71,dotprobe_js,2018-06-27 03:04:00,Mac OS X 10.13.5,AMD Radeon Pro 560 OpenGL Engine,24.5MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.2784313725490196,True,3360x2100,1680x1050,10.32,2,True,True,1,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.5,macOS,10.13.5
2275,11,T71,dotprobe_js,2018-06-28 22:35:00,Mac OS X 10.13.5,AMD Radeon Pro 560 OpenGL Engine,24.5MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.5137254901960784,True,3360x2100,1680x1050,10.32,2,True,True,0.8571428571428571,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.5,macOS,10.13.5
2275,1,T71,dotprobe_js,2018-06-08 20:57:00,Mac OS X 10.13.4,AMD Radeon Pro 560 OpenGL Engine,29.4MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.3607843137254902,True,3360x2100,1680x1050,10.32,2,True,True,0.8571428571428571,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.4,macOS,10.13.4
2275,2,T71,dotprobe_js,2018-06-09 21:19:00,Mac OS X 10.13.4,AMD Radeon Pro 560 OpenGL Engine,29.4MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.4274509803921568,True,3360x2100,1680x1050,10.32,2,True,True,0.8571428571428571,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.4,macOS,10.13.4
2275,3,T71,dotprobe_js,2018-06-11 00:08:00,Mac OS X 10.13.4,AMD Radeon Pro 560 OpenGL Engine,24.5MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.2980392156862745,True,3360x2100,1680x1050,10.32,2,True,True,0.8571428571428571,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.4,macOS,10.13.4
2275,4,T71,dotprobe_js,2018-06-11 16:09:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5725490196078431,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2275,5,T71,dotprobe_js,2018-06-12 16:09:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5372549019607843,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2275,6,T71,dotprobe_js,2018-06-14 05:50:00,Mac OS X 10.13.4,AMD Radeon Pro 560 OpenGL Engine,24.5MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.3254901960784314,True,3360x2100,1680x1050,10.32,2,True,True,0.8571428571428571,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.4,macOS,10.13.4
2275,7,T71,dotprobe_js,2018-06-20 03:36:00,Mac OS X 10.13.5,AMD Radeon Pro 560 OpenGL Engine,27.6MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.6509803921568628,True,3360x2100,1680x1050,10.32,2,True,True,1,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.5,macOS,10.13.5
2275,8,T71,dotprobe_js,2018-06-22 02:12:00,Mac OS X 10.13.5,AMD Radeon Pro 560 OpenGL Engine,27.6MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.17254901960784313,True,3360x2100,1680x1050,10.32,2,True,True,1,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.5,macOS,10.13.5
2275,9,T71,dotprobe_js,2018-06-26 01:46:00,Mac OS X 10.13.5,AMD Radeon Pro 560 OpenGL Engine,24.5MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.3725490196078432,True,3360x2100,1680x1050,10.32,2,True,True,1,AMD Radeon Pro 560,dedicated,Chrome 67,Chrome,67,Mac OS X 10.13.5,macOS,10.13.5
2282,0,T31,dotprobe_js,2018-06-06 02:41:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,24.5MB,2190MB,Chrome 66,True,Success,FaceTime,0x0,0.32941176470588235,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 66,Chrome,66,Mac OS X 10.9.5,macOS,10.9.5
2282,10,T31,dotprobe_js,2018-06-19 18:36:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5607843137254902,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2282,11,T31,dotprobe_js,2018-06-22 20:57:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,21.7MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.3764705882352941,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,12,T31,dotprobe_js,2018-06-23 00:12:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,27.6MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.2196078431372549,True,2560x1600,1280x800,7.86,2,True,True,0.8485714285714285,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,13,T31,dotprobe_js,2018-06-24 22:24:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.3725490196078432,True,2560x1600,1280x800,7.86,2,True,True,0.865,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,14,T31,dotprobe_js,2018-06-25 18:14:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5568627450980392,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2282,15,T31,dotprobe_js,2018-06-26 18:12:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5843137254901961,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2282,16,T31,dotprobe_js,2018-06-27 23:05:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,29.4MB,2330MB,Chrome 67,True,Success,FaceTime,0x0,0.403921568627451,True,2560x1600,1280x800,7.86,2,True,True,0.8614285714285714,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,17,T31,dotprobe_js,2018-06-29 00:17:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,27.6MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.3019607843137255,True,2560x1600,1280x800,7.86,2,True,True,0.8614285714285714,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,18,T31,dotprobe_js,2018-06-30 03:36:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.1450980392156863,True,2560x1600,1280x800,7.86,2,True,True,0.8678571428571429,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,19,T31,dotprobe_js,2018-07-02 18:15:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2282,1,T31,dotprobe_js,2018-06-06 20:17:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2190MB,Chrome 66,True,Success,FaceTime,1280x720,0.32941176470588235,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 66,Chrome,66,Mac OS X 10.10.5,macOS,10.10.5
2282,2,T31,dotprobe_js,2018-06-07 22:49:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2190MB,Chrome 66,True,Success,FaceTime,0x0,0.3607843137254902,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 66,Chrome,66,Mac OS X 10.10.5,macOS,10.10.5
2282,3,T31,dotprobe_js,2018-06-08 21:01:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,27.6MB,2190MB,Chrome 66,True,Success,FaceTime,1280x720,0.3411764705882353,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 66,Chrome,66,Mac OS X 10.10.5,macOS,10.10.5
2282,4,T31,dotprobe_js,2018-06-11 18:21:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5647058823529412,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2282,5,T31,dotprobe_js,2018-06-12 18:44:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5607843137254902,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2282,6,T31,dotprobe_js,2018-06-13 22:28:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,27.6MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.3215686274509804,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,7,T31,dotprobe_js,2018-06-14 22:17:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.26666666666666666,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,8,T31,dotprobe_js,2018-06-15 23:36:00,Mac OS X 10.10.5,Intel HD Graphics 4000 OpenGL Engine,26MB,2330MB,Chrome 67,True,Success,FaceTime,1280x720,0.4274509803921568,True,2560x1600,1280x800,7.86,2,True,True,0.8621428571428571,Intel HD Graphics 4000,integrated,Chrome 67,Chrome,67,Mac OS X 10.10.5,macOS,10.10.5
2282,9,T31,dotprobe_js,2018-06-18 18:39:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.3MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5254901960784314,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2307,0,E74,dotprobe_js,2018-05-29 16:23:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,27.6MB,2190MB,Chrome 66,True,Success,FaceTime,1280x720,0.3725490196078432,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 66,Chrome,66,Mac OS X 10.9.5,macOS,10.9.5
2307,10,E74,dotprobe_js,2018-06-15 19:36:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),18.2MB,1136MB,Chrome 58,True,Success,HP,1280x720,0.5019607843137255,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7814285714285715,AMD Radeon R2 Graphics,dedicated,Chrome 58,Chrome,58,Windows 10,Microsoft Windows,10
2307,11,E74,dotprobe_js,2018-06-18 17:56:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5529411764705883,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2307,12,E74,dotprobe_js,2018-06-19 14:42:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),27.6MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5725490196078431,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2307,13,E74,dotprobe_js,2018-06-21 19:45:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),26MB,1940MB,Chrome 67,True,Success,HP,1280x720,0.5254901960784314,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7714285714285715,AMD Radeon R2 Graphics,dedicated,Chrome 67,Chrome,67,Windows 10,Microsoft Windows,10
2307,14,E74,dotprobe_js,2018-06-25 17:49:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2307,1,E74,dotprobe_js,2018-05-31 03:52:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),27.6MB,1940MB,Chrome 64,True,Success,HP,1280x720,0.415686274509804,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7821428571428571,AMD Radeon R2 Graphics,dedicated,Chrome 64,Chrome,64,Windows 10,Microsoft Windows,10
2307,2,E74,dotprobe_js,2018-06-01 02:40:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),19.3MB,1136MB,Chrome 58,True,Success,HP,1280x720,0.4,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7821428571428571,AMD Radeon R2 Graphics,dedicated,Chrome 58,Chrome,58,Windows 10,Microsoft Windows,10
2307,3,E74,dotprobe_js,2018-06-04 14:44:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.6196078431372549,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2307,4,E74,dotprobe_js,2018-06-05 14:38:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5882352941176471,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2307,5,E74,dotprobe_js,2018-06-09 03:12:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),27.6MB,1940MB,Chrome 66,True,Success,HP,1280x720,0.4235294117647059,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7821428571428571,AMD Radeon R2 Graphics,dedicated,Chrome 66,Chrome,66,Windows 10,Microsoft Windows,10
2307,6,E74,dotprobe_js,2018-06-11 14:50:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5843137254901961,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2307,7,E74,dotprobe_js,2018-06-12 18:07:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5803921568627451,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2307,8,E74,dotprobe_js,2018-06-14 04:15:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),20.5MB,1136MB,Chrome 58,True,Success,HP,1280x720,0.3803921568627451,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7814285714285715,AMD Radeon R2 Graphics,dedicated,Chrome 58,Chrome,58,Windows 10,Microsoft Windows,10
2307,9,E74,dotprobe_js,2018-06-15 03:43:00,Windows 10,ANGLE (AMD Radeon(TM) R2 Graphics Direct3D11 vs_5_0 ps_5_0),19.3MB,1136MB,Chrome 58,True,Success,HP,1280x720,0.4862745098039216,True,1366.25x768.75,1094x615,10.45,1.25,True,True,0.7814285714285715,AMD Radeon R2 Graphics,dedicated,Chrome 58,Chrome,58,Windows 10,Microsoft Windows,10
2377,0,U98,dotprobe_js,2018-06-07 19:13:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,24.5MB,2190MB,Chrome 66,True,Success,FaceTime,1280x720,0.415686274509804,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 66,Chrome,66,Mac OS X 10.9.5,macOS,10.9.5
2377,10,U98,dotprobe_js,2018-06-26 16:47:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.1MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5725490196078431,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2377,11,U98,dotprobe_js,2018-06-27 16:23:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2377,12,U98,dotprobe_js,2018-06-29 18:31:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),-1,-1,Firefox 60,True,Success,HP,1280x720,0.3686274509803922,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Firefox 60,Firefox,60,Windows 10,Microsoft Windows,10
2377,13,U98,dotprobe_js,2018-07-03 18:01:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.1MB,2330MB,Chrome 67,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2377,1,U98,dotprobe_js,2018-06-10 21:16:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),-1,-1,Firefox 60,True,Success,HP,1280x720,0.3725490196078432,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Firefox 60,Firefox,60,Windows 10,Microsoft Windows,10
2377,2,U98,dotprobe_js,2018-06-11 19:32:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 66,True,Success,HP,1280x720,0.396078431372549,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Chrome 66,Chrome,66,Windows 10,Microsoft Windows,10
2377,3,U98,dotprobe_js,2018-06-12 16:38:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.1MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5607843137254902,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2377,4,U98,dotprobe_js,2018-06-13 16:40:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2190MB,Chrome 66,True,Success,C922,1280x720,0.5137254901960784,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 66,Chrome,66,Windows 8.1,Microsoft Windows,8.1
2377,5,U98,dotprobe_js,2018-06-14 17:23:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),-1,-1,Firefox 60,True,Success,HP,1280x720,0.407843137254902,False,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Firefox 60,Firefox,60,Windows 10,Microsoft Windows,10
2377,6,U98,dotprobe_js,2018-06-18 21:59:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,HP,1280x720,0.4235294117647059,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Chrome 67,Chrome,67,Windows 10,Microsoft Windows,10
2377,7,U98,dotprobe_js,2018-06-19 16:32:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.1MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5529411764705883,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2377,8,U98,dotprobe_js,2018-06-20 16:27:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.1MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.5764705882352941,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2377,9,U98,dotprobe_js,2018-06-22 18:59:00,Windows 10,ANGLE (Intel(R) HD Graphics 520 Direct3D11 vs_5_0 ps_5_0),-1,-1,Firefox 60,True,Success,HP,1280x720,0.4823529411764706,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,Intel HD Graphics 520,integrated,Firefox 60,Firefox,60,Windows 10,Microsoft Windows,10
2418,0,B89,dotprobe_js,2018-07-05 22:04:00,Windows 10,ANGLE (Intel(R) HD Graphics 530 Direct3D11 vs_5_0 ps_5_0),27.6MB,2330MB,Chrome 67,True,Success,Integrated,1280x720,0.6862745098039216,False,1280x1024,1280x1024,17.07,1,True,True,0.9142857142857144,Intel HD Graphics 530,integrated,Chrome 67,Chrome,67,Windows 10,Microsoft Windows,10
2418,1,B89,dotprobe_js,2018-07-09 21:43:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.5MB,2330MB,Chrome 67,True,Success,C922,1280x720,0.6,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 67,Chrome,67,Windows 8.1,Microsoft Windows,8.1
2418,2,B89,dotprobe_js,2018-07-11 04:41:00,Windows 10,ANGLE (AMD Radeon(TM) R4 Graphics Direct3D11 vs_5_0 ps_5_0),21.7MB,2190MB,Chrome 67,True,Success,HP,640x480,0.4235294117647059,True,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,AMD Radeon R4 Graphics,dedicated,Chrome 67,Chrome,67,Windows 10,Microsoft Windows,10
2418,3,B89,dotprobe_js,2018-07-12 04:43:00,Windows 10,ANGLE (AMD Radeon(TM) R4 Graphics Direct3D11 vs_5_0 ps_5_0),33.1MB,2190MB,Chrome 67,True,Success,HP,640x480,0.4784313725490196,False,1366x768,1366x768,16.32,1,True,True,0.9757142857142858,AMD Radeon R4 Graphics,dedicated,Chrome 67,Chrome,67,Windows 10,Microsoft Windows,10
