participant,session,code,expName,date,os,gpu,heap.used,heap.limit,browser,isWebcamUsed,WebcamMessage,WebcamDevice,webcamSize.px,luminance,isWindowSuccess,monitorSize.px,windowSize.px,diagonalSize.in,devicePixelRatio,isPageVisible,isFullscreen,scaling,gpuFullName,gpuType,browserFullName,browserBrand,browserVersion,osFullName,osBrand,osVersion
368,2,A00,dotprobe_js,2017-11-17 23:29:00,Windows 7,ANGLE (Intel(R) HD Graphics Direct3D9Ex vs_3_0 ps_3_0),24.5MB,2190MB,Chrome 62,True,Success,Integrated,1280x720,0.1803921568627451,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics,integrated,Chrome 62,Chrome,62,Windows 7,Microsoft Windows,7
368,3,A00,dotprobe_js,2017-11-19 00:46:00,Windows 7,ANGLE (Intel(R) HD Graphics Direct3D9Ex vs_3_0 ps_3_0),33.1MB,2190MB,Chrome 62,True,Success,Integrated,1280x720,0.4392156862745098,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics,integrated,Chrome 62,Chrome,62,Windows 7,Microsoft Windows,7
368,4,A00,dotprobe_js,2017-11-19 23:33:00,Windows 7,ANGLE (Intel(R) HD Graphics Direct3D9Ex vs_3_0 ps_3_0),33.1MB,2190MB,Chrome 62,True,Success,Integrated,1280x720,0.15294117647058825,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics,integrated,Chrome 62,Chrome,62,Windows 7,Microsoft Windows,7
368,5,A00,dotprobe_js,2017-11-20 22:41:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),27.6MB,2190MB,Chrome 62,True,Success,C922,1280x720,0.592156862745098,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 62,Chrome,62,Windows 8.1,Microsoft Windows,8.1
368,6,A00,dotprobe_js,2017-11-27 01:00:00,Windows 7,ANGLE (Intel(R) HD Graphics Direct3D9Ex vs_3_0 ps_3_0),23.1MB,2190MB,Chrome 62,True,Success,Integrated,1280x720,0.5450980392156862,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics,integrated,Chrome 62,Chrome,62,Windows 7,Microsoft Windows,7
368,7,A00,dotprobe_js,2017-11-27 20:58:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),27.6MB,2190MB,Chrome 62,True,Success,C922,1280x720,0.5333333333333333,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 62,Chrome,62,Windows 8.1,Microsoft Windows,8.1
368,8,A00,dotprobe_js,2017-11-28 22:52:00,Windows 7,ANGLE (Intel(R) HD Graphics Direct3D9Ex vs_3_0 ps_3_0),33.1MB,2190MB,Chrome 62,True,Success,Integrated,1280x720,0.4784313725490196,True,1440x900,1440x900,17.69,1,True,True,1,Intel HD Graphics,integrated,Chrome 62,Chrome,62,Windows 7,Microsoft Windows,7
368,9,A00,dotprobe_js,2017-11-29 20:01:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.3MB,2190MB,Chrome 61,True,Success,C922,1280x720,0.5529411764705883,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 61,Chrome,61,Windows 8.1,Microsoft Windows,8.1
3936,0,N82,dotprobe_js,2018-10-18 18:46:00,Windows 10,ANGLE (Intel(R) HD Graphics 530 Direct3D11 vs_5_0 ps_5_0),22.120328MB,2217.857988MB,Chrome 69,True,Success,Integrated,1280x720,0.4509803921568628,True,1280x1024,1280x1024,17.07,1,True,True,0.9142857142857144,Intel HD Graphics 530,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
3936,1,N82,dotprobe_js,2018-10-21 04:28:00,Windows 10,ANGLE (Intel(R) HD Graphics 4000 Direct3D11 vs_5_0 ps_5_0),28.37744MB,2217.857988MB,Chrome 69,True,Success,HP,1280x720,0.4235294117647059,True,1600x900,1600x900,19.12,1,True,True,1,Intel HD Graphics 4000,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
3936,2,N82,dotprobe_js,2018-10-23 04:18:00,Windows 10,ANGLE (Intel(R) HD Graphics 4000 Direct3D11 vs_5_0 ps_5_0),20.066664MB,2217.857988MB,Chrome 69,True,Success,HP,1280x720,0.4941176470588236,True,1600x900,1600x900,19.12,1,True,True,1,Intel HD Graphics 4000,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
3936,3,N82,dotprobe_js,2018-10-23 04:31:00,Windows 10,ANGLE (Intel(R) HD Graphics 4000 Direct3D11 vs_5_0 ps_5_0),34.13772MB,2217.857988MB,Chrome 69,True,Success,HP,1280x720,0.5058823529411764,True,1600x900,1600x900,19.12,1,True,True,1,Intel HD Graphics 4000,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
3936,4,N82,dotprobe_js,2018-10-26 20:13:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.194512MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
3936,5,N82,dotprobe_js,2018-10-30 22:29:00,Windows 10,ANGLE (Intel(R) HD Graphics 4000 Direct3D11 vs_5_0 ps_5_0),34.41412MB,2217.857988MB,Chrome 69,True,Success,HP,1280x720,0.4941176470588236,True,1600x900,1600x758,19.12,1,True,True,1,Intel HD Graphics 4000,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
3936,6,N82,dotprobe_js,2018-10-31 15:35:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),20.874536MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,0,S00,dotprobe_js,2018-10-17 20:51:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),21.56156MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,10,S00,dotprobe_js,2018-11-03 03:22:00,Windows 10,ANGLE (Intel(R) HD Graphics 630 Direct3D11 vs_5_0 ps_5_0),32.20312MB,2217.857988MB,Chrome 70,True,Success,Integrated,1280x720,0.1803921568627451,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 630,integrated,Chrome 70,Chrome,70,Windows 10,Microsoft Windows,10
4037,11,S00,dotprobe_js,2018-11-05 19:33:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),14.442248MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,12,S00,dotprobe_js,2018-11-07 05:30:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),22.52172MB,2217.857988MB,Chrome 70,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,1,Intel HD Graphics 620,integrated,Chrome 70,Chrome,70,Windows 10,Microsoft Windows,10
4037,13,S00,dotprobe_js,2018-11-07 19:53:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.292912MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,14,S00,dotprobe_js,2018-11-09 03:50:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),26.171384MB,2217.857988MB,Chrome 70,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,1,Intel HD Graphics 620,integrated,Chrome 70,Chrome,70,Windows 10,Microsoft Windows,10
4037,1,S00,dotprobe_js,2018-10-18 18:12:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),31.712904MB,2217.857988MB,Chrome 69,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,1,Intel HD Graphics 620,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
4037,2,S00,dotprobe_js,2018-10-19 19:05:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.918424MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,3,S00,dotprobe_js,2018-10-23 04:08:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),29.766664MB,2217.857988MB,Chrome 69,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,0.5478571428571428,Intel HD Graphics 620,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
4037,4,S00,dotprobe_js,2018-10-24 04:11:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),30.218544MB,2217.857988MB,Chrome 69,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,1,Intel HD Graphics 620,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
4037,5,S00,dotprobe_js,2018-10-24 17:52:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.302616MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,6,S00,dotprobe_js,2018-10-26 03:56:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),28.269224MB,2217.857988MB,Chrome 69,True,Success,EasyCamera,1280x720,-1,False,1920x1080,1536x864,14.69,1.25,True,True,0.5478571428571428,Intel HD Graphics 620,integrated,Chrome 69,Chrome,69,Windows 10,Microsoft Windows,10
4037,7,S00,dotprobe_js,2018-10-26 19:05:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.302552MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,8,S00,dotprobe_js,2018-10-29 18:16:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),21.218MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4037,9,S00,dotprobe_js,2018-10-31 18:59:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.51336MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,0,V01,dotprobe_js,2018-10-31 18:58:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,10MB,2330MB,Chrome 68,True,Success,FaceTime,1280x720,0.3803921568627451,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 68,Chrome,68,Mac OS X 10.13.6,macOS,10.13.6
4147,10,V01,dotprobe_js,2018-11-13 16:03:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),21.713048MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,11,V01,dotprobe_js,2018-11-16 05:50:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,26.79472MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.29411764705882354,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4147,12,V01,dotprobe_js,2018-11-19 18:05:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.64988MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,13,V01,dotprobe_js,2018-11-20 17:13:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.30572MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,14,V01,dotprobe_js,2018-11-26 17:51:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),23.929256MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,1,V01,dotprobe_js,2018-11-01 04:54:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,10MB,2330MB,Chrome 68,True,Success,FaceTime,1280x720,0.3803921568627451,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 68,Chrome,68,Mac OS X 10.13.6,macOS,10.13.6
4147,2,V01,dotprobe_js,2018-11-02 05:23:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,10MB,2330MB,Chrome 68,True,Success,FaceTime,1280x720,0.4196078431372549,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 68,Chrome,68,Mac OS X 10.13.6,macOS,10.13.6
4147,3,V01,dotprobe_js,2018-11-03 04:50:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,10MB,2330MB,Chrome 68,True,Success,FaceTime,1280x720,0.4274509803921568,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 68,Chrome,68,Mac OS X 10.13.6,macOS,10.13.6
4147,4,V01,dotprobe_js,2018-11-06 05:56:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,29.118072MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.047058823529411764,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4147,5,V01,dotprobe_js,2018-11-07 17:19:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.27684MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4147,7,V01,dotprobe_js,2018-11-10 06:26:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,29.870928MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.4,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4147,8,V01,dotprobe_js,2018-11-11 17:45:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,30.567224MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.4117647058823529,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4147,9,V01,dotprobe_js,2018-11-12 18:07:00,Mac OS X 10.13.6,Intel Iris OpenGL Engine,30.439504MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.3411764705882353,True,2560x1600,1280x800,7.86,2,True,True,0.9142857142857144,Intel Iris,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
416,0,D02,dotprobe_js,2017-11-16 01:55:00,Mac OS X 10.9.5,NVIDIA GeForce GTX 780M OpenGL Engine,27.6MB,2190MB,Chrome 61,True,Success,FaceTime,0x0,0.3686274509803922,True,2560x1440,2560x1440,30.6,1,True,True,1,NVIDIA GeForce GTX 780M,dedicated,Chrome 61,Chrome,61,Mac OS X 10.9.5,macOS,10.9.5
416,1,D02,dotprobe_js,2017-11-17 18:32:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),29.4MB,2190MB,Chrome 62,True,Success,HP,1280x720,0.4784313725490196,True,3840x2160,1536x864,7.34,2.5,True,True,1,Intel HD Graphics 620,integrated,Chrome 62,Chrome,62,Windows 10,Microsoft Windows,10
416,2,D02,dotprobe_js,2017-11-20 19:09:00,Windows 10,ANGLE (Intel(R) HD Graphics 620 Direct3D11 vs_5_0 ps_5_0),33.1MB,2190MB,Chrome 62,True,Success,HP,1280x720,0.5058823529411764,True,3840x2160,1536x864,7.34,2.5,True,True,1,Intel HD Graphics 620,integrated,Chrome 62,Chrome,62,Windows 10,Microsoft Windows,10
416,3,D02,dotprobe_js,2017-11-21 19:38:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26MB,2190MB,Chrome 62,True,Success,C922,1280x720,0.5764705882352941,True,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 62,Chrome,62,Windows 8.1,Microsoft Windows,8.1
4187,0,K80,dotprobe_js,2018-11-01 17:33:00,Windows 10,ANGLE (Intel(R) HD Graphics 530 Direct3D11 vs_5_0 ps_5_0),21.361792MB,2217.857988MB,Chrome 70,True,Success,Integrated,1280x720,0.4274509803921568,True,1280x1024,1280x1024,17.07,1,True,True,0.9142857142857144,Intel HD Graphics 530,integrated,Chrome 70,Chrome,70,Windows 10,Microsoft Windows,10
4187,10,K80,dotprobe_js,2018-11-13 16:41:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.58432MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,11,K80,dotprobe_js,2018-11-14 18:22:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,26.444712MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.407843137254902,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,12,K80,dotprobe_js,2018-11-15 16:22:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.362608MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,13,K80,dotprobe_js,2018-11-17 03:50:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,26.224008MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.1568627450980392,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,14,K80,dotprobe_js,2018-11-20 02:20:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,21.333552MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.19607843137254904,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,15,K80,dotprobe_js,2018-11-20 15:32:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.704056MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,16,K80,dotprobe_js,2018-11-22 04:58:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,21.625336MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.054901960784313725,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,17,K80,dotprobe_js,2018-11-26 02:48:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,21.218328MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.27450980392156865,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,18,K80,dotprobe_js,2018-11-27 02:55:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,21.562464MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.2431372549019608,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,19,K80,dotprobe_js,2018-11-27 16:47:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),21.878312MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,1,K80,dotprobe_js,2018-11-03 00:38:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,20.825032MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.28627450980392155,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,2,K80,dotprobe_js,2018-11-04 00:14:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,25.364672MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.2784313725490196,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,3,K80,dotprobe_js,2018-11-05 00:35:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,24.1192MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.2627450980392157,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,4,K80,dotprobe_js,2018-11-06 00:37:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,22.823976MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.30980392156862746,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,5,K80,dotprobe_js,2018-11-06 16:48:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),19.242592MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,6,K80,dotprobe_js,2018-11-08 01:00:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,23.485424MB,2217.857988MB,Chrome 70,True,Success,FaceTime,1280x720,0.30980392156862746,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,7,K80,dotprobe_js,2018-11-08 16:46:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.065288MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4187,8,K80,dotprobe_js,2018-11-10 01:28:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,23.121744MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.2980392156862745,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4187,9,K80,dotprobe_js,2018-11-13 01:50:00,Mac OS X 10.13.6,Intel(R) Iris(TM) Graphics 550,23.459328MB,2217.857988MB,Chrome 70,True,Success,FaceTime,0x0,0.30980392156862746,True,2880x1800,1440x900,8.84,2,True,True,0.8357142857142857,Intel Iris Graphics 550,integrated,Chrome 70,Chrome,70,Mac OS X 10.13.6,macOS,10.13.6
4260,0,H07,dotprobe_js,2018-11-14 18:48:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),21.105392MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4260,10,H07,dotprobe_js,2018-11-26 20:14:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),24.587592MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
4260,11,H07,dotprobe_js,2018-11-27 21:35:00,Windows 8.1,ANGLE (Intel(R) HD Graphics 4600 Direct3D11 vs_5_0 ps_5_0),26.788312MB,2217.857988MB,Chrome 70,True,Success,C922,0x0,-1,False,1920x1080,1920x1080,22.95,1,True,True,1,Intel HD Graphics 4600,integrated,Chrome 70,Chrome,70,Windows 8.1,Microsoft Windows,8.1
