block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimText,stimColor,corrAns,congruent,stimulus_keyboard.keys,stimulus_keyboard.corr,stimulus_keyboard.rt,participant,dominant eye,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,left,1,0.6663509835489094,,,,,,,
