subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	2	3	1	264645	1045	218	1638	910	911	20
1	2	3	2	264674	1357	356	1638	910	621	20
1	2	3	3	264700	1385	366	1638	910	599	20
1	2	3	4	264725	1407	463	1638	910	503	20
1	2	3	5	264752	1058	432	1638	910	751	20
1	2	3	6	264779	1058	432	1638	910	751	20
1	2	3	7	264805	1173	363	1638	910	717	20
1	2	3	8	264833	1217	381	1638	910	676	20
1	2	3	9	264859	1191	372	1638	910	699	20
1	2	3	10	264884	1535	216	1638	910	701	20
1	2	3	11	264911	1392	360	1638	910	602	20
1	2	3	12	264938	1546	558	1638	910	363	20
1	2	3	13	264966	1590	742	1638	910	174	20
1	2	3	14	264993	1549	740	1638	910	191	20
1	2	3	15	265019	1590	851	1638	910	76	20
1	2	3	16	265044	1620	692	1638	910	218	20
1	2	3	17	265069	1721	888	1638	910	85	20
1	2	3	18	265098	1558	912	1638	910	80	20
1	2	3	19	265124	1779	879	1638	910	144	20
1	2	3	20	265153	1598	812	1638	910	105	20
1	2	3	21	265181	1626	902	1638	910	14	20
1	2	3	22	265208	1539	813	1638	910	138	20
1	2	3	23	265235	1557	608	1638	910	312	20
1	2	3	24	265262	1489	679	1638	910	274	20
1	2	3	25	265289	1737	921	1638	910	99	20
1	2	3	26	265315	1609	759	1638	910	153	20
1	2	3	27	265342	1734	929	1638	910	97	20
1	2	3	28	265367	1643	811	1638	910	99	20
1	2	3	29	265394	1684	881	1638	910	54	20
1	2	3	30	265421	1750	919	1638	910	112	20
1	2	3	31	265455	1585	840	1638	910	87	19
1	2	3	32	265484	1629	931	1638	910	22	19
1	2	3	33	265511	1617	518	1638	910	392	19
1	2	3	34	265538	1594	906	1638	910	44	19
1	2	3	35	265570	1594	911	1638	910	44	18
1	2	3	36	265704	1814	396	1638	910	543	18
1	2	3	37	265731	1865	369	1638	910	586	18
1	2	3	38	265763	1439	822	1638	910	217	17
1	2	3	39	265790	1617	771	1638	910	140	17
1	2	3	40	265817	1608	692	1638	910	220	17
1	2	3	41	265844	1605	848	1638	910	70	17
1	2	3	42	265869	1675	649	1638	910	263	17
1	2	3	43	265902	1671	855	1638	910	64	16
1	2	3	44	265930	1435	723	1638	910	276	16
1	2	3	45	265959	751	981	1638	910	889	16
1	2	3	46	265986	679	1302	1638	910	1036	16
1	2	3	47	266012	372	1364	1638	910	1344	16
1	2	3	48	266044	1039	1239	1638	910	683	15
1	2	3	49	266071	1009	1068	1638	910	648	15
1	2	3	50	266098	1218	1233	1638	910	529	15
1	2	3	51	266127	1045	1174	1638	910	649	15
1	2	3	52	266156	891	1276	1638	910	831	15
1	2	3	53	266188	1200	1219	1638	910	536	14
1	2	3	54	266215	1113	1146	1638	910	575	14
1	2	3	55	266242	1814	1248	1638	910	381	14
1	2	3	56	266270	1570	652	1638	910	266	14
1	2	3	57	266299	1745	921	1638	910	107	14
1	2	3	58	266332	1693	855	1638	910	77	13
1	2	3	59	266360	1585	932	1638	910	57	13
1	2	3	60	266386	1718	816	1638	910	123	13
1	2	3	61	266414	1675	863	1638	910	59	13
1	2	3	62	266443	1464	802	1638	910	204	13
1	2	3	63	266475	1612	675	1638	910	236	12
1	2	3	64	266502	1600	882	1638	910	47	12
1	2	3	65	266530	1813	791	1638	910	211	12
1	2	3	66	266557	1701	788	1638	910	137	12
1	2	3	67	266593	1700	815	1638	910	113	11
1	2	3	68	266620	1715	710	1638	910	214	11
1	2	3	69	266748	1629	567	1638	910	343	11
1	2	3	70	266774	1397	574	1638	910	413	11
1	2	3	71	266810	1520	1005	1638	910	151	10
1	2	3	72	266838	1651	751	1638	910	159	10
1	2	3	73	266865	1607	738	1638	910	174	10
1	2	3	74	266890	1593	752	1638	910	164	10
1	2	3	75	266917	1508	789	1638	910	177	10
1	2	3	76	266953	1518	715	1638	910	228	9
1	2	3	77	266980	1522	831	1638	910	140	9
1	2	3	78	267007	1504	824	1638	910	159	9
1	2	3	79	267034	1531	789	1638	910	161	9
1	2	3	80	267061	1747	830	1638	910	135	9
1	2	3	81	267096	1585	860	1638	910	72	8
1	2	3	82	267126	1625	770	1638	910	140	8
1	2	3	83	267153	1603	839	1638	910	79	8
1	2	3	84	267179	1548	848	1638	910	109	8
1	2	3	85	267204	1832	814	1638	910	216	8
1	2	3	86	267236	1600	848	1638	910	72	7
1	2	3	87	267264	1606	784	1638	910	130	7
1	2	3	88	267290	1544	935	1638	910	97	7
1	2	3	89	267317	1533	854	1638	910	119	7
1	2	3	90	267344	1668	754	1638	910	158	7
1	2	3	91	267378	1552	857	1638	910	101	6
1	2	3	92	267409	1595	739	1638	910	176	6
1	2	3	93	267436	1595	739	1638	910	176	6
1	2	3	94	267464	1546	754	1638	910	181	6
1	2	3	95	267490	1490	868	1638	910	153	6
1	2	3	96	267523	1605	909	1638	910	33	5
1	2	3	97	267553	1584	822	1638	910	103	5
1	2	3	98	267584	1611	858	1638	910	58	5
1	2	3	99	267611	1614	863	1638	910	52	5
1	2	3	100	267638	1629	893	1638	910	19	5
1	2	3	101	267672	1658	839	1638	910	73	4
1	2	3	102	267701	1582	844	1638	910	86	4
1	2	3	103	267730	1536	837	1638	910	125	4
1	2	3	104	267755	1565	896	1638	910	74	4
1	2	3	105	267783	1611	889	1638	910	34	4
1	2	3	106	267817	1624	890	1638	910	24	3
1	2	3	107	267846	1610	897	1638	910	30	3
1	2	3	108	267875	1517	927	1638	910	122	3
1	2	3	109	267903	1517	927	1638	910	122	3
1	2	3	110	267931	1554	853	1638	910	101	3
1	2	3	111	267963	1611	795	1638	910	118	2
1	2	3	112	267993	1546	755	1638	910	180	2
1	2	3	113	268020	1654	709	1638	910	201	2
1	2	3	114	268047	1654	709	1638	910	201	2
1	2	3	115	268074	1622	921	1638	910	19	2
1	2	3	116	268107	1694	988	1638	910	96	1
1	2	3	117	268135	1705	801	1638	910	127	1
1	2	3	118	268164	1570	952	1638	910	79	1
1	2	3	119	268194	1550	901	1638	910	88	1
1	2	3	120	268221	1569	919	1638	910	69	1
