subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	1	2	1	423007	961	632	486	1126	685	0	0
1	1	2	2	423053	885	675	486	1126	602	0	0
1	1	2	3	423085	1674	679	486	1126	1269	0	0
1	1	2	4	423115	1381	663	486	1126	1007	0	0
1	1	2	5	423146	1079	851	486	1126	653	0	0
1	1	2	6	423182	1082	700	486	1126	732	0	0
1	1	2	7	423212	1180	786	486	1126	772	0	0
1	1	2	8	423242	1386	767	486	1126	968	0	0
1	1	2	9	423276	1243	802	486	1126	823	0	0
1	1	2	10	423309	1048	599	486	1126	770	0	0
1	1	2	11	423340	892	646	486	1126	628	0	0
1	1	2	12	423372	869	514	486	1126	721	0	0
1	1	2	13	423404	807	540	486	1126	668	0	0
1	1	2	14	423436	921	648	486	1126	646	0	0
1	1	2	15	423467	870	487	486	1126	745	0	0
1	1	2	16	423499	749	743	486	1126	464	0	0
1	1	2	17	423532	296	835	486	1126	347	0	0
1	1	2	18	423564	509	677	486	1126	449	0	0
1	1	2	19	423598	226	1255	486	1126	290	0	0
1	1	2	20	423629	399	932	486	1126	212	0	0
1	1	2	21	423660	607	694	486	1126	448	0	0
1	1	2	22	423692	512	1207	486	1126	85	0	1
1	1	2	23	423725	629	1153	486	1126	145	1	1
1	1	2	24	423757	412	1161	486	1126	81	2	1
1	1	2	25	423789	578	985	486	1126	168	3	1
1	1	2	26	423822	471	1006	486	1126	120	4	1
1	1	2	27	423854	686	1121	486	1126	200	5	0
1	1	2	28	423887	668	1153	486	1126	183	5	1
1	1	2	29	423924	853	994	486	1126	390	6	0
1	1	2	30	423956	932	981	486	1126	468	6	0
1	1	2	31	423988	955	1021	486	1126	480	6	0
1	1	2	32	424021	923	987	486	1126	458	6	0
1	1	2	33	424054	593	939	486	1126	215	6	0
1	1	2	34	424085	825	966	486	1126	374	6	0
1	1	2	35	424117	640	938	486	1126	243	6	0
1	1	2	36	424148	604	927	486	1126	231	6	0
1	1	2	37	424179	1075	1092	486	1126	589	6	0
1	1	2	38	424209	1242	1100	486	1126	756	6	0
1	1	2	39	424243	1242	1100	486	1126	756	6	0
1	1	2	40	424274	1095	1082	486	1126	610	6	0
1	1	2	41	424307	1257	1084	486	1126	772	6	0
1	1	2	42	424339	852	933	486	1126	413	6	0
1	1	2	43	424371	822	726	486	1126	522	6	0
1	1	2	44	424401	336	657	486	1126	492	6	0
1	1	2	45	424431	564	681	486	1126	451	6	0
1	1	2	46	424462	399	658	486	1126	476	6	0
1	1	2	47	424493	1019	1161	486	1126	534	6	0
1	1	2	48	424525	1010	947	486	1126	553	6	0
1	1	2	49	424559	679	942	486	1126	266	6	0
1	1	2	50	424589	1239	1122	486	1126	753	6	0
1	1	2	51	424620	1220	1024	486	1126	741	6	0
1	1	2	52	424650	974	1015	486	1126	500	6	0
1	1	2	53	424682	579	851	486	1126	290	6	0
1	1	2	54	424713	912	931	486	1126	468	6	0
1	1	2	55	424743	469	831	486	1126	295	6	0
1	1	2	56	424774	469	831	486	1126	295	6	0
1	1	2	57	424805	908	755	486	1126	561	6	0
1	1	2	58	424837	1240	944	486	1126	775	6	0
1	1	2	59	424869	974	740	486	1126	622	6	0
1	1	2	60	424900	871	655	486	1126	608	6	0
1	1	2	61	424932	462	693	486	1126	433	6	0
1	1	2	62	424962	917	830	486	1126	522	6	0
1	1	2	63	424995	459	701	486	1126	425	6	0
1	1	2	64	425027	1057	765	486	1126	675	6	0
1	1	2	65	425057	383	668	486	1126	469	6	0
1	1	2	66	425089	1226	851	486	1126	789	6	0
1	1	2	67	425120	1136	903	486	1126	687	6	0
1	1	2	68	425152	981	884	486	1126	550	6	0
1	1	2	69	425186	496	705	486	1126	421	6	0
1	1	2	70	425217	997	906	486	1126	556	6	0
1	1	2	71	425249	1069	935	486	1126	613	6	0
1	1	2	72	425280	1143	927	486	1126	686	6	0
1	1	2	73	425313	1113	957	486	1126	649	6	0
1	1	2	74	425345	1255	1020	486	1126	776	6	0
1	1	2	75	425376	793	704	486	1126	521	6	0
1	1	2	76	425406	1117	898	486	1126	670	6	0
1	1	2	77	425438	930	920	486	1126	489	6	0
1	1	2	78	425469	723	784	486	1126	416	6	0
1	1	2	79	425504	874	814	486	1126	497	6	0
1	1	2	80	425536	1026	831	486	1126	615	6	0
1	1	2	81	425567	857	794	486	1126	497	6	0
1	1	2	82	425599	1080	920	486	1126	628	6	0
1	1	2	83	425632	1116	875	486	1126	678	6	0
1	1	2	84	425663	1115	891	486	1126	671	6	0
1	1	2	85	425694	1125	874	486	1126	686	6	0
1	1	2	86	425727	1173	846	486	1126	741	6	0
1	1	2	87	425759	1171	782	486	1126	766	6	0
1	1	2	88	425791	997	823	486	1126	594	6	0
1	1	2	89	425826	1271	870	486	1126	825	6	0
1	1	2	90	425857	1183	1011	486	1126	706	6	0
1	1	2	91	425889	568	650	486	1126	483	6	0
1	1	2	92	425920	1006	915	486	1126	561	6	0
1	1	2	93	425953	1119	852	486	1126	689	6	0
1	1	2	94	425984	964	841	486	1126	556	6	0
1	1	2	95	426015	885	798	486	1126	516	6	0
1	1	2	96	426046	889	687	486	1126	595	6	0
1	1	2	97	426077	993	800	486	1126	602	6	0
1	1	2	98	426109	1073	773	486	1126	684	6	0
1	1	2	99	426144	887	849	486	1126	487	6	0
1	1	2	100	426175	887	849	486	1126	487	6	0
1	1	2	101	426206	797	967	486	1126	349	6	0
1	1	2	102	426237	1274	495	486	1126	1009	6	0
1	1	2	103	426270	1450	634	486	1126	1082	6	0
1	1	2	104	426303	1091	444	486	1126	911	6	0
1	1	2	105	426334	1143	720	486	1126	772	6	0
1	1	2	106	426368	994	777	486	1126	616	6	0
1	1	2	107	426404	698	627	486	1126	542	6	0
1	1	2	108	426439	559	683	486	1126	448	6	0
1	1	2	109	426482	505	811	486	1126	315	6	0
1	1	2	110	426518	523	674	486	1126	453	6	0
1	1	2	111	426548	492	734	486	1126	392	6	0
1	1	2	112	426578	329	733	486	1126	423	6	0
1	1	2	113	426610	473	720	486	1126	406	6	0
1	1	2	114	426641	741	740	486	1126	462	6	0
1	1	2	115	426673	870	912	486	1126	439	6	0
1	1	2	116	426713	581	886	486	1126	258	6	0
1	1	2	117	426744	1178	1022	486	1126	699	6	0
1	1	2	118	426777	1101	1022	486	1126	623	6	0
1	1	2	119	426808	1201	1042	486	1126	719	6	0
1	1	2	120	426840	1034	992	486	1126	564	6	0
1	1	2	121	426869	1034	992	486	1126	564	6	0
1	1	2	122	426900	1174	931	486	1126	715	6	0
1	1	2	123	426932	1127	1025	486	1126	648	6	0
1	1	2	124	426963	1123	995	486	1126	650	6	0
1	1	2	125	426995	0	0	0	0	0	0	0
