subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	4	freeviewing	11	1	3594712	view_stimuli/tolcam_face_12.png_left	1046	587	-1	-1	fixation_onset
1	4	freeviewing	11	2	3594750	view_stimuli/tolcam_face_12.png_left	1028	857	-1	-1	fixation_onset
1	4	freeviewing	11	3	3594785	view_stimuli/tolcam_face_12.png_left	753	298	-1	-1	fixation_onset
1	4	freeviewing	11	4	3594818	view_stimuli/tolcam_face_12.png_left	879	320	-1	-1	fixation_onset
1	4	freeviewing	11	5	3594854	view_stimuli/tolcam_face_12.png_left	1505	163	-1	-1	fixation_onset
1	4	freeviewing	11	6	3594891	view_stimuli/tolcam_face_12.png_left	1599	267	-1	-1	fixation_onset
1	4	freeviewing	11	7	3594924	view_stimuli/tolcam_face_12.png_left	1704	258	-1	-1	fixation_onset
1	4	freeviewing	11	8	3594958	view_stimuli/tolcam_face_12.png_left	1456	163	-1	-1	fixation_onset
1	4	freeviewing	11	9	3594989	view_stimuli/tolcam_face_12.png_left	1319	348	-1	-1	fixation_onset
1	4	freeviewing	11	10	3595024	view_stimuli/tolcam_face_12.png_left	1567	440	-1	-1	fixation_onset
1	4	freeviewing	11	11	3595060	view_stimuli/tolcam_face_12.png_left	1565	584	-1	-1	fixation_onset
1	4	freeviewing	11	12	3595093	view_stimuli/tolcam_face_12.png_left	1466	658	-1	-1	fixation_onset
1	4	freeviewing	11	13	3595124	view_stimuli/tolcam_face_12.png_left	1314	394	-1	-1	fixation_onset
1	4	freeviewing	11	14	3595156	view_stimuli/tolcam_face_12.png_left	1651	450	-1	-1	fixation_onset
1	4	freeviewing	11	15	3595190	view_stimuli/tolcam_face_12.png_left	1520	360	-1	-1	fixation_onset
1	4	freeviewing	11	16	3595223	view_stimuli/tolcam_face_12.png_left	1520	360	-1	-1	fixation_onset
1	4	freeviewing	11	17	3595257	view_stimuli/tolcam_face_12.png_left	1209	611	-1	-1	fixation_onset
1	4	freeviewing	11	18	3595288	view_stimuli/tolcam_face_12.png_left	1155	621	-1	-1	fixation_onset
1	4	freeviewing	11	19	3595320	view_stimuli/tolcam_face_12.png_left	1336	628	-1	-1	fixation_onset
1	4	freeviewing	11	20	3595352	view_stimuli/tolcam_face_12.png_left	1373	482	-1	-1	fixation_onset
