subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	3	13	1	2904590	925	930	1254	262	744	20
1	3	13	2	2904627	771	786	1254	262	712	20
1	3	13	3	2904657	734	809	1254	262	754	20
1	3	13	4	2904691	1032	818	1254	262	598	20
1	3	13	5	2904726	894	807	1254	262	653	20
1	3	13	6	2904758	896	979	1254	262	801	20
1	3	13	7	2904790	883	872	1254	262	713	20
1	3	13	8	2904824	842	813	1254	262	688	20
1	3	13	9	2904858	1296	489	1254	262	230	20
1	3	13	10	2904889	1383	735	1254	262	490	20
1	3	13	11	2904922	790	343	1254	262	471	20
1	3	13	12	2904955	799	422	1254	262	482	20
1	3	13	13	2904988	1058	394	1254	262	236	20
1	3	13	14	2905023	1044	802	1254	262	579	20
1	3	13	15	2905057	1082	543	1254	262	329	20
1	3	13	16	2905093	822	317	1254	262	435	20
1	3	13	17	2905127	903	806	1254	262	647	20
1	3	13	18	2905158	798	483	1254	262	506	20
1	3	13	19	2905191	798	483	1254	262	506	20
1	3	13	20	2905225	1258	598	1254	262	336	20
1	3	13	21	2905257	1034	576	1254	262	383	20
1	3	13	22	2905291	1367	486	1254	262	250	20
1	3	13	23	2905325	1350	419	1254	262	184	20
1	3	13	24	2905359	1350	419	1254	262	184	20
1	3	13	25	2905400	1349	393	1254	262	161	19
1	3	13	26	2905433	1498	367	1254	262	265	19
1	3	13	27	2905466	1496	393	1254	262	275	19
1	3	13	28	2905498	1169	477	1254	262	231	19
1	3	13	29	2905532	1269	343	1254	262	82	19
1	3	13	30	2905570	938	486	1254	262	387	18
1	3	13	31	2905602	1094	495	1254	262	282	18
1	3	13	32	2905637	1067	529	1254	262	325	18
1	3	13	33	2905670	1684	967	1254	262	825	18
1	3	13	34	2905704	1302	432	1254	262	176	18
1	3	13	35	2905744	1070	868	1254	262	633	17
1	3	13	36	2905778	1086	601	1254	262	378	17
1	3	13	37	2905810	1199	547	1254	262	290	17
1	3	13	38	2905842	957	583	1254	262	437	17
1	3	13	39	2905873	809	588	1254	262	551	17
1	3	13	40	2905915	1278	620	1254	262	358	16
1	3	13	41	2905948	1484	695	1254	262	490	16
1	3	13	42	2905981	1438	613	1254	262	396	16
1	3	13	43	2906016	1237	362	1254	262	101	16
1	3	13	44	2906049	984	662	1254	262	482	16
1	3	13	45	2906087	1136	389	1254	262	173	15
1	3	13	46	2906118	1515	297	1254	262	263	15
1	3	13	47	2906151	1257	479	1254	262	217	15
1	3	13	48	2906185	1476	349	1254	262	238	15
1	3	13	49	2906219	1202	149	1254	262	124	15
1	3	13	50	2906257	1237	355	1254	262	94	14
1	3	13	51	2906289	1564	240	1254	262	310	14
1	3	13	52	2906320	1647	141	1254	262	411	14
1	3	13	53	2906353	1468	445	1254	262	281	14
1	3	13	54	2906389	1342	392	1254	262	156	14
1	3	13	55	2906427	1361	410	1254	262	182	13
1	3	13	56	2906461	1453	479	1254	262	294	13
1	3	13	57	2906493	1428	484	1254	262	282	13
1	3	13	58	2906528	1428	484	1254	262	282	13
1	3	13	59	2906562	1433	463	1254	262	269	13
1	3	13	60	2906600	1344	429	1254	262	189	12
1	3	13	61	2906634	1383	485	1254	262	257	12
1	3	13	62	2906667	1314	335	1254	262	94	12
1	3	13	63	2906701	1418	498	1254	262	287	12
1	3	13	64	2906733	1453	484	1254	262	298	12
1	3	13	65	2906772	1395	905	1254	262	658	11
1	3	13	66	2906805	1652	741	1254	262	622	11
1	3	13	67	2906837	1498	706	1254	262	506	11
1	3	13	68	2906870	972	712	1254	262	531	11
1	3	13	69	2906903	974	645	1254	262	474	11
1	3	13	70	2906942	1340	532	1254	262	283	10
1	3	13	71	2906976	1024	425	1254	262	281	10
1	3	13	72	2907011	931	633	1254	262	491	10
1	3	13	73	2907044	1233	548	1254	262	286	10
1	3	13	74	2907083	1251	641	1254	262	379	9
1	3	13	75	2907117	1254	590	1254	262	328	9
1	3	13	76	2907151	1320	623	1254	262	366	9
1	3	13	77	2907186	1300	526	1254	262	267	9
1	3	13	78	2907226	1427	321	1254	262	182	8
1	3	13	79	2907258	1221	361	1254	262	104	8
1	3	13	80	2907289	1253	255	1254	262	7	8
1	3	13	81	2907322	1253	255	1254	262	7	8
1	3	13	82	2907357	1089	431	1254	262	236	8
1	3	13	83	2907395	1000	324	1254	262	261	7
1	3	13	84	2907427	881	415	1254	262	403	7
1	3	13	85	2907460	1067	509	1254	262	309	7
1	3	13	86	2907493	1008	478	1254	262	327	7
1	3	13	87	2907524	1008	478	1254	262	327	7
1	3	13	88	2907563	1436	357	1254	262	205	6
1	3	13	89	2907597	1264	362	1254	262	100	6
1	3	13	90	2907630	677	419	1254	262	597	6
1	3	13	91	2907662	918	327	1254	262	342	6
1	3	13	92	2907693	1229	207	1254	262	60	6
