subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	1	simple	13	1	206518	dot_50%_80%	1395	723	0	0	fixation_onset
1	1	simple	13	2	206568	dot_50%_80%	1134	576	0	0	fixation_onset
1	1	simple	13	3	206610	dot_50%_80%	1072	542	0	0	fixation_onset
1	1	simple	13	4	206652	dot_50%_80%	1134	517	0	0	fixation_onset
1	1	simple	13	5	206689	dot_50%_80%	1208	591	0	0	fixation_onset
1	1	simple	13	6	206726	dot_50%_80%	1168	691	0	0	fixation_onset
1	1	simple	13	7	206765	dot_50%_80%	1048	576	0	0	fixation_onset
1	1	simple	13	8	206801	dot_50%_80%	1118	759	0	0	fixation_onset
1	1	simple	13	9	206837	dot_50%_80%	1045	520	0	0	fixation_onset
1	1	simple	13	10	206872	dot_50%_80%	1137	758	0	0	fixation_onset
1	1	simple	13	11	206909	dot_50%_80%	1116	642	0	0	fixation_onset
1	1	simple	13	12	206947	dot_50%_80%	1193	600	0	0	fixation_onset
1	1	simple	13	13	206984	dot_50%_80%	1175	534	0	0	fixation_onset
1	1	simple	13	14	207021	dot_50%_80%	1247	664	0	0	fixation_onset
1	1	simple	13	15	207058	dot_50%_80%	1252	714	0	0	fixation_onset
1	1	simple	13	16	207094	dot_50%_80%	1438	733	0	0	fixation_onset
1	1	simple	13	17	207130	dot_50%_80%	1438	733	0	0	fixation_onset
1	1	simple	13	18	207167	dot_50%_80%	1288	727	0	0	fixation_onset
1	1	simple	13	19	207204	dot_50%_80%	1221	716	0	0	fixation_onset
1	1	simple	13	20	207239	dot_50%_80%	1331	623	0	0	fixation_onset
1	1	simple	13	21	207276	dot_50%_80%	1424	611	0	0	fixation_onset
1	1	simple	13	22	207313	dot_50%_80%	1314	667	0	0	fixation_onset
1	1	simple	13	23	207349	dot_50%_80%	1320	718	0	0	fixation_onset
1	1	simple	13	24	207384	dot_50%_80%	1308	741	0	0	fixation_onset
1	1	simple	13	25	207421	dot_50%_80%	1250	689	0	0	fixation_onset
1	1	simple	13	26	207459	dot_50%_80%	1018	718	0	0	fixation_onset
1	1	simple	13	27	207494	dot_50%_80%	1140	690	0	0	fixation_onset
1	1	simple	13	28	207532	dot_50%_80%	1140	690	0	0	fixation_onset
1	1	simple	13	29	207567	dot_50%_80%	1146	523	0	0	fixation_onset
1	1	simple	13	30	207604	dot_50%_80%	1077	656	0	0	fixation_onset
1	1	simple	13	31	207641	dot_50%_80%	1305	574	0	0	fixation_onset
1	1	simple	13	32	207676	dot_50%_80%	1032	568	0	0	fixation_onset
1	1	simple	13	33	207712	dot_50%_80%	999	513	0	0	fixation_onset
1	1	simple	13	34	207748	dot_50%_80%	1037	480	0	0	fixation_onset
1	1	simple	13	35	207784	dot_50%_80%	953	532	0	0	fixation_onset
1	1	simple	13	36	207822	dot_50%_80%	1041	612	0	0	fixation_onset
