subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	6	simple	4	1	14319795	dot_20%_80%	1748	971	0	0	fixation_offset
1	6	simple	4	2	14319839	dot_20%_80%	1776	707	0	0	fixation_offset
1	6	simple	4	3	14319880	dot_20%_80%	1776	707	0	0	fixation_offset
1	6	simple	4	4	14319915	dot_20%_80%	922	659	0	0	fixation_offset
1	6	simple	4	5	14319946	dot_20%_80%	1859	482	0	0	fixation_offset
1	6	simple	4	6	14319979	dot_20%_80%	1992	143	487	1127	stimulus_onset
1	6	simple	4	7	14320019	dot_20%_80%	1195	356	487	1127	stimulus_onset
1	6	simple	4	8	14320053	dot_20%_80%	1335	-73	487	1127	stimulus_onset
1	6	simple	4	9	14320083	dot_20%_80%	848	577	487	1127	stimulus_onset
1	6	simple	4	10	14320116	dot_20%_80%	2029	671	487	1127	stimulus_onset
1	6	simple	4	11	14320148	dot_20%_80%	1768	725	487	1127	stimulus_onset
1	6	simple	4	12	14320180	dot_20%_80%	1725	749	487	1127	stimulus_onset
1	6	simple	4	13	14320213	dot_20%_80%	1602	791	487	1127	stimulus_onset
1	6	simple	4	14	14320247	dot_20%_80%	1335	734	487	1127	stimulus_onset
1	6	simple	4	15	14320279	dot_20%_80%	391	1136	487	1127	stimulus_onset
1	6	simple	4	16	14320312	dot_20%_80%	871	961	487	1127	stimulus_onset
1	6	simple	4	17	14320344	dot_20%_80%	1341	898	487	1127	stimulus_onset
1	6	simple	4	18	14320379	dot_20%_80%	1293	905	487	1127	stimulus_onset
1	6	simple	4	19	14320411	dot_20%_80%	1149	929	487	1127	stimulus_onset
1	6	simple	4	20	14320443	dot_20%_80%	1022	820	487	1127	stimulus_onset
1	6	simple	4	21	14320476	dot_20%_80%	1073	886	487	1127	stimulus_onset
1	6	simple	4	22	14320507	dot_20%_80%	1181	906	487	1127	stimulus_onset
1	6	simple	4	23	14320540	dot_20%_80%	1269	721	487	1127	stimulus_onset
1	6	simple	4	24	14320578	dot_20%_80%	962	799	487	1127	stimulus_onset
1	6	simple	4	25	14320626	dot_20%_80%	1329	791	487	1127	stimulus_onset
1	6	simple	4	26	14320665	dot_20%_80%	1421	817	487	1127	stimulus_onset
1	6	simple	4	27	14320696	dot_20%_80%	1620	583	487	1127	stimulus_onset
1	6	simple	4	28	14320731	dot_20%_80%	1598	1118	487	1127	stimulus_onset
1	6	simple	4	29	14320761	dot_20%_80%	2006	1121	487	1127	stimulus_onset
1	6	simple	4	30	14320795	dot_20%_80%	1618	1055	487	1127	stimulus_onset
1	6	simple	4	31	14320827	dot_20%_80%	1911	743	487	1127	stimulus_onset
1	6	simple	4	32	14320858	dot_20%_80%	1489	1008	487	1127	stimulus_onset
1	6	simple	4	33	14320892	dot_20%_80%	1883	1034	487	1127	stimulus_onset
1	6	simple	4	34	14320927	dot_20%_80%	1628	848	487	1127	stimulus_onset
1	6	simple	4	35	14320959	dot_20%_80%	1550	930	487	1127	stimulus_onset
1	6	simple	4	36	14320993	dot_20%_80%	1933	566	487	1127	stimulus_onset
1	6	simple	4	37	14321025	dot_20%_80%	1360	1216	487	1127	stimulus_onset
1	6	simple	4	38	14321058	dot_20%_80%	1702	1186	487	1127	stimulus_onset
1	6	simple	4	39	14321093	dot_20%_80%	1529	818	487	1127	stimulus_onset
1	6	simple	4	40	14321126	dot_20%_80%	1497	921	487	1127	stimulus_onset
