subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	6	2	1	13944838	1349	645	2022	262	774	0	0
1	6	2	2	13944876	917	733	2022	262	1201	0	0
1	6	2	3	13944908	883	697	2022	262	1219	0	0
1	6	2	4	13944941	883	697	2022	262	1219	0	0
1	6	2	5	13944973	976	537	2022	262	1081	0	0
1	6	2	6	13945006	1097	829	2022	262	1084	0	0
1	6	2	7	13945038	1319	873	2022	262	931	0	0
1	6	2	8	13945070	1233	689	2022	262	897	0	0
1	6	2	9	13945104	985	697	2022	262	1124	0	0
1	6	2	10	13945138	1182	489	2022	262	870	0	0
1	6	2	11	13945171	1161	499	2022	262	893	0	0
1	6	2	12	13945203	1350	559	2022	262	734	0	0
1	6	2	13	13945236	1350	538	2022	262	726	0	0
1	6	2	14	13945271	1181	828	2022	262	1013	0	0
1	6	2	15	13945302	1108	577	2022	262	966	0	0
1	6	2	16	13946742	977	703	2022	262	1134	0	0
1	6	2	17	13946777	796	421	2022	262	1236	0	0
1	6	2	18	13946811	1211	419	2022	262	826	0	0
1	6	2	19	13946847	878	345	2022	262	1147	0	0
1	6	2	20	13946886	1331	96	2022	262	710	0	0
1	6	2	21	13946921	1211	174	2022	262	815	0	0
1	6	2	22	13946962	1487	475	2022	262	575	0	0
1	6	2	23	13947011	1310	146	2022	262	721	0	0
1	6	2	24	13947045	1722	457	2022	262	357	0	0
1	6	2	25	13947077	1634	250	2022	262	388	0	0
1	6	2	26	13947108	989	260	2022	262	1033	0	0
1	6	2	27	13947139	1518	606	2022	262	610	0	0
1	6	2	28	13947174	2019	185	2022	262	77	0	1
1	6	2	29	13947208	1527	390	2022	262	511	1	0
1	6	2	30	13947240	1242	309	2022	262	781	1	0
1	6	2	31	13947272	1692	367	2022	262	346	1	0
1	6	2	32	13947304	2223	637	2022	262	425	1	0
1	6	2	33	13947337	1847	462	2022	262	265	1	0
1	6	2	34	13947369	1625	279	2022	262	397	1	0
1	6	2	35	13947401	1424	545	2022	262	661	1	0
1	6	2	36	13947434	1441	627	2022	262	686	1	0
1	6	2	37	13947466	1406	285	2022	262	616	1	0
1	6	2	38	13947498	1175	520	2022	262	885	1	0
1	6	2	39	13947531	2028	153	2022	262	109	1	1
1	6	2	40	13947564	1905	655	2022	262	410	2	0
1	6	2	41	13947595	1352	565	2022	262	735	2	0
1	6	2	42	13947627	1727	-73	2022	262	446	2	0
1	6	2	43	13947659	1963	129	2022	262	145	2	1
1	6	2	44	13947694	1481	625	2022	262	651	3	0
1	6	2	45	13947726	1736	522	2022	262	386	3	0
1	6	2	46	13947756	1828	220	2022	262	198	3	1
1	6	2	47	13947789	1540	634	2022	262	608	4	0
1	6	2	48	13947823	1518	643	2022	262	631	4	0
1	6	2	49	13947855	1630	389	2022	262	412	4	0
1	6	2	50	13947887	1523	699	2022	262	663	4	0
1	6	2	51	13947920	1310	277	2022	262	712	4	0
1	6	2	52	13947951	1330	-51	2022	262	759	4	0
1	6	2	53	13947984	1822	374	2022	262	229	4	0
1	6	2	54	13948016	1857	311	2022	262	172	4	1
1	6	2	55	13948049	1683	626	2022	262	497	5	0
