subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	2	simple	10	1	419679	dot_80%_50%	530	1288	0	0	fixation_onset
1	2	simple	10	2	419716	dot_80%_50%	373	1338	0	0	fixation_onset
1	2	simple	10	3	419749	dot_80%_50%	324	1520	0	0	fixation_onset
1	2	simple	10	4	419783	dot_80%_50%	-94	1694	0	0	fixation_onset
1	2	simple	10	5	419818	dot_80%_50%	-41	1626	0	0	fixation_onset
1	2	simple	10	6	419848	dot_80%_50%	13	1553	0	0	fixation_onset
1	2	simple	10	7	419879	dot_80%_50%	34	1578	0	0	fixation_onset
1	2	simple	10	8	419911	dot_80%_50%	235	1435	0	0	fixation_onset
1	2	simple	10	9	419945	dot_80%_50%	-195	1684	0	0	fixation_onset
1	2	simple	10	10	419978	dot_80%_50%	241	1458	0	0	fixation_onset
1	2	simple	10	11	420009	dot_80%_50%	252	1382	0	0	fixation_onset
1	2	simple	10	12	420042	dot_80%_50%	44	1503	0	0	fixation_onset
1	2	simple	10	13	420075	dot_80%_50%	155	1459	0	0	fixation_onset
1	2	simple	10	14	420106	dot_80%_50%	530	1315	0	0	fixation_onset
1	2	simple	10	15	420138	dot_80%_50%	480	1344	0	0	fixation_onset
1	2	simple	10	16	420169	dot_80%_50%	323	1389	0	0	fixation_onset
1	2	simple	10	17	420201	dot_80%_50%	376	1374	0	0	fixation_onset
1	2	simple	10	18	420235	dot_80%_50%	-60	1552	0	0	fixation_onset
1	2	simple	10	19	420271	dot_80%_50%	-130	1650	0	0	fixation_onset
1	2	simple	10	20	420304	dot_80%_50%	-90	1575	0	0	fixation_onset
1	2	simple	10	21	420336	dot_80%_50%	44	1524	0	0	fixation_onset
1	2	simple	10	22	420367	dot_80%_50%	135	1484	0	0	fixation_onset
1	2	simple	10	23	420401	dot_80%_50%	35	1590	0	0	fixation_onset
1	2	simple	10	24	420432	dot_80%_50%	75	1584	0	0	fixation_onset
1	2	simple	10	25	420464	dot_80%_50%	56	1525	0	0	fixation_onset
1	2	simple	10	26	420496	dot_80%_50%	56	1525	0	0	fixation_onset
1	2	simple	10	27	420527	dot_80%_50%	130	1503	0	0	fixation_onset
1	2	simple	10	28	420561	dot_80%_50%	-28	1526	0	0	fixation_onset
1	2	simple	10	29	420596	dot_80%_50%	-8	1655	0	0	fixation_onset
1	2	simple	10	30	420627	dot_80%_50%	-42	1626	0	0	fixation_onset
1	2	simple	10	31	420657	dot_80%_50%	-135	1762	0	0	fixation_onset
1	2	simple	10	32	420691	dot_80%_50%	-145	1728	0	0	fixation_onset
