subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	5	freeviewing	10	1	13256468	view_stimuli/tolcam_face_19.png_right	506	818	-1	-1	fixation_onset
1	5	freeviewing	10	2	13256502	view_stimuli/tolcam_face_19.png_right	596	737	-1	-1	fixation_onset
1	5	freeviewing	10	3	13256535	view_stimuli/tolcam_face_19.png_right	660	829	-1	-1	fixation_onset
1	5	freeviewing	10	4	13256567	view_stimuli/tolcam_face_19.png_right	471	813	-1	-1	fixation_onset
1	5	freeviewing	10	5	13256599	view_stimuli/tolcam_face_19.png_right	-779	11	-1	-1	fixation_offset
1	5	freeviewing	10	6	13256635	view_stimuli/tolcam_face_19.png_right	-988	-138	-1	-1	fixation_offset
1	5	freeviewing	10	7	13256668	view_stimuli/tolcam_face_19.png_right	-151	53	-1	-1	fixation_offset
1	5	freeviewing	10	8	13256700	view_stimuli/tolcam_face_19.png_right	-546	-130	-1	-1	fixation_offset
1	5	freeviewing	10	9	13256732	view_stimuli/tolcam_face_19.png_right	306	-96	-1	-1	fixation_offset
1	5	freeviewing	10	10	13256767	view_stimuli/tolcam_face_19.png_right	720	352	-1	-1	fixation_offset
1	5	freeviewing	10	11	13256799	view_stimuli/tolcam_face_19.png_right	249	106	-1	-1	fixation_offset
1	5	freeviewing	10	12	13256831	view_stimuli/tolcam_face_19.png_right	507	180	-1	-1	fixation_offset
1	5	freeviewing	10	13	13256862	view_stimuli/tolcam_face_19.png_right	953	34	-1	-1	fixation_offset
1	5	freeviewing	10	14	13256895	view_stimuli/tolcam_face_19.png_right	1113	143	-1	-1	fixation_offset
1	5	freeviewing	10	15	13256929	view_stimuli/tolcam_face_19.png_right	971	-37	-1	-1	fixation_offset
1	5	freeviewing	10	16	13256961	view_stimuli/tolcam_face_19.png_right	733	-37	-1	-1	fixation_offset
1	5	freeviewing	10	17	13256993	view_stimuli/tolcam_face_19.png_right	553	952	-1	-1	fixation_offset
1	5	freeviewing	10	18	13257025	view_stimuli/tolcam_face_19.png_right	711	593	-1	-1	fixation_offset
1	5	freeviewing	10	19	13257058	view_stimuli/tolcam_face_19.png_right	434	329	-1	-1	fixation_offset
1	5	freeviewing	10	20	13257092	view_stimuli/tolcam_face_19.png_right	1046	1288	-1	-1	stimulus_onset
1	5	freeviewing	10	21	13257131	view_stimuli/tolcam_face_19.png_right	1002	1208	-1	-1	stimulus_onset
1	5	freeviewing	10	22	13257163	view_stimuli/tolcam_face_19.png_right	1026	1366	-1	-1	stimulus_onset
1	5	freeviewing	10	23	13257195	view_stimuli/tolcam_face_19.png_right	1000	1324	-1	-1	stimulus_onset
