subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	6	4	77	13478597	1511	740	2022	1126	640	2	0
1	6	4	78	13478628	1572	875	2022	1126	515	2	0
1	6	4	79	13478661	1570	557	2022	1126	726	2	0
1	6	4	80	13478692	1681	880	2022	1126	420	2	0
1	6	4	81	13478724	1656	782	2022	1126	502	2	0
1	6	4	82	13478756	1649	953	2022	1126	411	2	0
1	6	4	83	13478789	1503	882	2022	1126	573	2	0
1	6	4	84	13478822	1499	885	2022	1126	575	2	0
1	6	4	85	13478853	1812	730	2022	1126	448	2	0
1	6	4	86	13478885	1530	848	2022	1126	565	2	0
1	6	4	87	13478917	1641	943	2022	1126	422	2	0
1	6	4	88	13478950	1490	862	2022	1126	593	2	0
1	6	4	89	13478983	1774	818	2022	1126	395	2	0
1	6	4	90	13479015	1774	818	2022	1126	395	2	0
1	6	4	91	13479047	1675	1001	2022	1126	368	2	0
1	6	4	92	13479078	1531	1046	2022	1126	497	2	0
1	6	4	93	13479112	1579	845	2022	1126	524	2	0
1	6	4	94	13479144	1676	901	2022	1126	412	2	0
1	6	4	95	13479176	1758	872	2022	1126	366	2	0
1	6	4	96	13479207	1603	823	2022	1126	517	2	0
1	6	4	97	13479239	1606	868	2022	1126	489	2	0
1	6	4	98	13479273	1611	934	2022	1126	453	2	0
1	6	4	99	13479305	1630	809	2022	1126	504	2	0
1	6	4	100	13479335	1644	763	2022	1126	524	2	0
1	6	4	101	13479366	1674	767	2022	1126	499	2	0
1	6	4	102	13479398	1510	825	2022	1126	593	2	0
1	6	4	103	13479432	1510	825	2022	1126	593	2	0
1	6	4	104	13479464	1420	634	2022	1126	777	2	0
1	6	4	105	13479497	1552	634	2022	1126	680	2	0
1	6	4	106	13479526	1282	647	2022	1126	881	2	0
1	6	4	107	13479558	1172	788	2022	1126	914	2	0
1	6	4	108	13479592	1493	784	2022	1126	629	2	0
1	6	4	109	13479624	1483	817	2022	1126	621	2	0
1	6	4	110	13479656	1682	1326	2022	1126	394	2	0
1	6	4	111	13479686	1696	688	2022	1126	546	2	0
1	6	4	112	13479718	1581	866	2022	1126	511	2	0
1	6	4	113	13479751	911	1097	2022	1126	1111	2	0
1	6	4	114	13479784	1119	927	2022	1126	924	2	0
1	6	4	115	13479817	1119	927	2022	1126	924	2	0
1	6	4	116	13479849	1307	964	2022	1126	733	2	0
1	6	4	117	13479880	928	1065	2022	1126	1095	2	0
1	6	4	118	13479914	2023	675	2022	1126	451	2	0
1	6	4	119	13479944	1702	849	2022	1126	423	2	0
1	6	4	120	13479973	1586	787	2022	1126	552	2	0
1	6	4	121	13480004	1563	989	2022	1126	479	2	0
1	6	4	122	13480035	1639	1335	2022	1126	436	2	0
1	6	4	123	13480068	1563	1178	2022	1126	461	2	0
1	6	4	124	13480102	1622	791	2022	1126	521	2	0
1	6	4	125	13480134	0	0	0	0	0	0	0
