subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	3	pursuit	13	1	3049478	pursuit_20%_20%_80%_80%	1248	587	487	263	fixation_onset
1	3	pursuit	13	2	3049517	pursuit_20%_20%_80%_80%	1385	834	487	263	fixation_onset
1	3	pursuit	13	3	3049553	pursuit_20%_20%_80%_80%	1562	804	487	263	fixation_onset
1	3	pursuit	13	4	3049589	pursuit_20%_20%_80%_80%	1612	904	487	263	fixation_onset
1	3	pursuit	13	5	3049623	pursuit_20%_20%_80%_80%	1708	867	487	263	fixation_onset
1	3	pursuit	13	6	3049658	pursuit_20%_20%_80%_80%	1827	757	487	263	fixation_onset
1	3	pursuit	13	7	3049691	pursuit_20%_20%_80%_80%	1772	721	487	263	fixation_onset
1	3	pursuit	13	8	3049723	pursuit_20%_20%_80%_80%	1613	781	487	263	fixation_onset
1	3	pursuit	13	9	3049755	pursuit_20%_20%_80%_80%	1754	754	487	263	fixation_onset
1	3	pursuit	13	10	3049789	pursuit_20%_20%_80%_80%	910	600	487	263	fixation_onset
1	3	pursuit	13	11	3049822	pursuit_20%_20%_80%_80%	722	541	487	263	fixation_onset
1	3	pursuit	13	12	3049854	pursuit_20%_20%_80%_80%	570	414	487	263	fixation_onset
1	3	pursuit	13	13	3049886	pursuit_20%_20%_80%_80%	567	254	487	263	fixation_onset
1	3	pursuit	13	14	3049918	pursuit_20%_20%_80%_80%	626	320	487	263	fixation_onset
1	3	pursuit	13	15	3049952	pursuit_20%_20%_80%_80%	678	192	487	263	fixation_onset
1	3	pursuit	13	16	3050090	pursuit_20%_20%_80%_80%	737	343	487	263	fixation_onset
1	3	pursuit	13	17	3050123	pursuit_20%_20%_80%_80%	695	243	487	263	fixation_onset
1	3	pursuit	13	18	3050155	pursuit_20%_20%_80%_80%	776	242	487	263	fixation_onset
1	3	pursuit	13	19	3050188	pursuit_20%_20%_80%_80%	435	294	487	263	fixation_onset
1	3	pursuit	13	20	3050220	pursuit_20%_20%_80%_80%	522	295	487	263	fixation_onset
1	3	pursuit	13	21	3050252	pursuit_20%_20%_80%_80%	996	207	487	263	fixation_onset
1	3	pursuit	13	22	3050285	pursuit_20%_20%_80%_80%	1187	408	487	263	fixation_onset
1	3	pursuit	13	23	3050317	pursuit_20%_20%_80%_80%	1284	595	487	263	fixation_onset
1	3	pursuit	13	24	3050349	pursuit_20%_20%_80%_80%	1098	427	487	263	fixation_onset
1	3	pursuit	13	25	3050383	pursuit_20%_20%_80%_80%	775	451	487	263	fixation_onset
1	3	pursuit	13	26	3050415	pursuit_20%_20%_80%_80%	722	631	487	263	fixation_onset
1	3	pursuit	13	27	3050447	pursuit_20%_20%_80%_80%	837	532	487	263	fixation_onset
1	3	pursuit	13	28	3050478	pursuit_20%_20%_80%_80%	748	503	487	263	fixation_onset
1	3	pursuit	13	29	3050513	pursuit_20%_20%_80%_80%	607	473	487	263	fixation_onset
1	3	pursuit	13	30	3050545	pursuit_20%_20%_80%_80%	900	506	487	263	fixation_onset
1	3	pursuit	13	31	3050578	pursuit_20%_20%_80%_80%	1268	563	487	263	fixation_onset
