subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	1	simple	6	1	173896	dot_50%_20%	592	692	0	0	fixation_onset
1	1	simple	6	2	173952	dot_50%_20%	659	652	0	0	fixation_onset
1	1	simple	6	3	173996	dot_50%_20%	634	685	0	0	fixation_onset
1	1	simple	6	4	174041	dot_50%_20%	650	448	0	0	fixation_onset
1	1	simple	6	5	174086	dot_50%_20%	650	448	0	0	fixation_onset
1	1	simple	6	6	174127	dot_50%_20%	865	169	0	0	fixation_onset
1	1	simple	6	7	174163	dot_50%_20%	622	227	0	0	fixation_onset
1	1	simple	6	8	174199	dot_50%_20%	741	543	0	0	fixation_onset
1	1	simple	6	9	174234	dot_50%_20%	858	814	0	0	fixation_onset
1	1	simple	6	10	174272	dot_50%_20%	921	905	0	0	fixation_onset
1	1	simple	6	11	174310	dot_50%_20%	1137	576	0	0	fixation_onset
1	1	simple	6	12	174345	dot_50%_20%	1384	851	0	0	fixation_onset
1	1	simple	6	13	174380	dot_50%_20%	1305	666	0	0	fixation_onset
1	1	simple	6	14	174415	dot_50%_20%	1270	676	0	0	fixation_onset
1	1	simple	6	15	174451	dot_50%_20%	1261	739	0	0	fixation_onset
1	1	simple	6	16	174490	dot_50%_20%	1327	586	0	0	fixation_onset
1	1	simple	6	17	174526	dot_50%_20%	1181	717	0	0	fixation_onset
1	1	simple	6	18	174563	dot_50%_20%	1181	717	0	0	fixation_onset
1	1	simple	6	19	174597	dot_50%_20%	1082	830	0	0	fixation_onset
1	1	simple	6	20	174635	dot_50%_20%	1133	840	0	0	fixation_onset
1	1	simple	6	21	174672	dot_50%_20%	979	745	0	0	fixation_onset
1	1	simple	6	22	174707	dot_50%_20%	1103	860	0	0	fixation_onset
1	1	simple	6	23	174744	dot_50%_20%	1159	783	0	0	fixation_onset
1	1	simple	6	24	174781	dot_50%_20%	1129	693	0	0	fixation_onset
1	1	simple	6	25	174817	dot_50%_20%	1132	789	0	0	fixation_onset
1	1	simple	6	26	174855	dot_50%_20%	1123	709	0	0	fixation_onset
1	1	simple	6	27	174891	dot_50%_20%	1135	766	0	0	fixation_onset
1	1	simple	6	28	174927	dot_50%_20%	1186	910	0	0	fixation_onset
1	1	simple	6	29	174965	dot_50%_20%	1186	910	0	0	fixation_onset
1	1	simple	6	30	175002	dot_50%_20%	901	749	0	0	fixation_onset
1	1	simple	6	31	175040	dot_50%_20%	954	772	0	0	fixation_onset
1	1	simple	6	32	175076	dot_50%_20%	1081	748	0	0	fixation_onset
1	1	simple	6	33	175111	dot_50%_20%	985	697	0	0	fixation_onset
