subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	5	21	1	13155571	1846	156	2022	1126	985	20
1	5	21	2	13155608	1937	176	2022	1126	953	20
1	5	21	3	13155640	2049	132	2022	1126	994	20
1	5	21	4	13155674	1924	55	2022	1126	1075	20
1	5	21	5	13155705	2071	152	2022	1126	975	20
1	5	21	6	13155735	1894	185	2022	1126	949	20
1	5	21	7	13155766	1835	332	2022	1126	815	20
1	5	21	8	13155798	1800	241	2022	1126	912	20
1	5	21	9	13155830	1849	260	2022	1126	883	20
1	5	21	10	13155862	2191	390	2022	1126	755	20
1	5	21	11	13155895	2257	475	2022	1126	692	20
1	5	21	12	13155928	1916	617	2022	1126	519	20
1	5	21	13	13155963	2151	613	2022	1126	528	20
1	5	21	14	13155996	2014	316	2022	1126	810	20
1	5	21	15	13156026	1792	562	2022	1126	609	20
1	5	21	16	13156057	1784	570	2022	1126	604	20
1	5	21	17	13156088	1722	609	2022	1126	597	20
1	5	21	18	13156122	1816	567	2022	1126	595	20
1	5	21	19	13156159	1775	458	2022	1126	712	20
1	5	21	20	13156195	1870	547	2022	1126	598	20
1	5	21	21	13156225	1856	409	2022	1126	735	20
1	5	21	22	13156256	2232	891	2022	1126	315	20
1	5	21	23	13156287	1985	932	2022	1126	197	20
1	5	21	24	13156320	1978	889	2022	1126	241	20
1	5	21	25	13156358	1802	1283	2022	1126	270	19
1	5	21	26	13156392	1649	984	2022	1126	399	19
1	5	21	27	13156424	1561	1259	2022	1126	479	19
1	5	21	28	13156457	1605	1031	2022	1126	427	19
1	5	21	29	13156490	1617	891	2022	1126	468	19
1	5	21	30	13156529	1923	944	2022	1126	207	18
1	5	21	31	13156561	2098	729	2022	1126	404	18
1	5	21	32	13156593	2008	743	2022	1126	383	18
1	5	21	33	13156627	1832	598	2022	1126	561	18
1	5	21	34	13156660	1938	833	2022	1126	304	18
1	5	21	35	13156698	1770	1307	2022	1126	310	17
1	5	21	36	13156731	1690	1266	2022	1126	360	17
1	5	21	37	13156765	1889	1310	2022	1126	227	17
1	5	21	38	13156800	1850	1170	2022	1126	177	17
1	5	21	39	13156838	2038	881	2022	1126	245	16
1	5	21	40	13156870	2168	966	2022	1126	216	16
1	5	21	41	13156902	1763	1279	2022	1126	300	16
1	5	21	42	13156936	1892	1435	2022	1126	335	16
1	5	21	43	13156970	2006	1048	2022	1126	79	16
1	5	21	44	13157007	1736	785	2022	1126	445	15
1	5	21	45	13157041	1825	875	2022	1126	319	15
1	5	21	46	13157073	1983	903	2022	1126	226	15
1	5	21	47	13157106	1865	707	2022	1126	447	15
1	5	21	48	13157140	1866	785	2022	1126	374	15
1	5	21	49	13157176	1832	698	2022	1126	468	14
1	5	21	50	13157208	1701	641	2022	1126	581	14
1	5	21	51	13157238	1936	763	2022	1126	373	14
1	5	21	52	13157273	1751	749	2022	1126	464	14
1	5	21	53	13157306	1938	796	2022	1126	340	14
1	5	21	54	13157344	1863	748	2022	1126	410	13
1	5	21	55	13157377	1742	1156	2022	1126	281	13
1	5	21	56	13157409	1657	929	2022	1126	414	13
1	5	21	57	13157442	1779	1246	2022	1126	271	13
1	5	21	58	13157479	1932	978	2022	1126	173	12
1	5	21	59	13157513	1990	925	2022	1126	203	12
1	5	21	60	13157545	1938	1307	2022	1126	199	12
1	5	21	61	13157579	2065	1020	2022	1126	114	12
1	5	21	62	13157614	1917	1365	2022	1126	261	12
1	5	21	63	13157652	1850	1081	2022	1126	177	11
1	5	21	64	13157685	1680	1328	2022	1126	397	11
1	5	21	65	13157718	2137	975	2022	1126	189	11
1	5	21	66	13157750	1739	1253	2022	1126	310	11
1	5	21	67	13157784	1993	976	2022	1126	152	11
1	5	21	68	13157823	2045	1093	2022	1126	40	10
1	5	21	69	13157858	2204	1080	2022	1126	187	10
1	5	21	70	13157890	2157	978	2022	1126	200	10
1	5	21	71	13157921	2008	1424	2022	1126	298	10
1	5	21	72	13157960	1985	1151	2022	1126	44	9
1	5	21	73	13157993	2078	1098	2022	1126	62	9
1	5	21	74	13158024	1713	1099	2022	1126	310	9
1	5	21	75	13158058	1962	1002	2022	1126	137	9
1	5	21	76	13158092	1705	1285	2022	1126	354	9
1	5	21	77	13158129	2027	991	2022	1126	135	8
1	5	21	78	13158163	2084	1015	2022	1126	127	8
1	5	21	79	13158193	1681	1202	2022	1126	349	8
1	5	21	80	13158227	2008	927	2022	1126	199	8
1	5	21	81	13158261	1908	1086	2022	1126	120	8
1	5	21	82	13158298	1735	1284	2022	1126	327	7
1	5	21	83	13158329	2065	880	2022	1126	249	7
1	5	21	84	13158361	2056	1233	2022	1126	112	7
1	5	21	85	13158394	1868	952	2022	1126	232	7
1	5	21	86	13158429	2097	979	2022	1126	165	7
1	5	21	87	13158465	2032	947	2022	1126	179	6
1	5	21	88	13158497	1972	828	2022	1126	302	6
1	5	21	89	13158527	1970	1121	2022	1126	52	6
1	5	21	90	13158560	1951	923	2022	1126	215	6
1	5	21	91	13158595	1742	1202	2022	1126	290	6
1	5	21	92	13158632	1697	1159	2022	1126	326	5
1	5	21	93	13158665	1812	838	2022	1126	356	5
1	5	21	94	13158697	1815	1111	2022	1126	207	5
1	5	21	95	13158730	1968	821	2022	1126	309	5
1	5	21	96	13158759	2001	966	2022	1126	161	5
1	5	21	97	13158796	1876	965	2022	1126	217	4
1	5	21	98	13158830	1897	974	2022	1126	196	4
1	5	21	99	13158864	1941	844	2022	1126	293	4
1	5	21	100	13158898	1939	850	2022	1126	288	4
1	5	21	101	13158937	1966	938	2022	1126	196	3
1	5	21	102	13158969	1974	895	2022	1126	235	3
1	5	21	103	13159000	2048	861	2022	1126	266	3
1	5	21	104	13159033	1915	980	2022	1126	181	3
1	5	21	105	13159067	1847	999	2022	1126	216	3
1	5	21	106	13159104	1903	1100	2022	1126	121	2
1	5	21	107	13159137	1853	1096	2022	1126	171	2
1	5	21	108	13159169	1849	1023	2022	1126	201	2
1	5	21	109	13159203	1833	909	2022	1126	287	2
1	5	21	110	13159237	1888	1016	2022	1126	173	2
1	5	21	111	13159275	1881	991	2022	1126	195	1
1	5	21	112	13159308	1854	779	2022	1126	385	1
1	5	21	113	13159342	1944	1090	2022	1126	85	1
1	5	21	114	13159377	1817	909	2022	1126	298	1
